SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10,ANNOTATOR_11,ANNOTATOR_12,ANNOTATOR_13,ANNOTATOR_14,ANNOTATOR_15,ANNOTATOR_16,ANNOTATOR_17,ANNOTATOR_18,ANNOTATOR_19,ANNOTATOR_20,ANNOTATOR_21,ANNOTATOR_22,ANNOTATOR_23,ANNOTATOR_24,ANNOTATOR_25,ANNOTATOR_26,ANNOTATOR_27
15,ar-en,ad,10,100.0,nan,100.0,nan,96.0,99.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
16,ar-en,ad,10,100.0,nan,99.0,nan,91.0,92.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
17,ar-en,ad,10,72.0,nan,99.0,nan,75.0,92.0,87.0,nan,25.0,nan,76.0,nan,nan,nan,nan,nan,nan,60.0,75.0,100.0,nan,nan,nan,nan,nan,nan,nan
18,ar-en,ad,10,100.0,nan,91.0,nan,80.0,84.0,100.0,nan,100.0,nan,75.0,nan,nan,nan,nan,nan,nan,100.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
19,ar-en,ad,10,100.0,nan,98.0,nan,93.0,86.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
20,ar-en,ad,10,60.0,nan,88.0,nan,90.0,93.0,80.0,nan,25.0,nan,82.0,nan,nan,nan,nan,nan,nan,51.0,25.0,74.0,nan,nan,nan,nan,nan,nan,nan
21,ar-en,ad,10,100.0,nan,99.0,nan,80.0,85.0,94.0,nan,100.0,nan,93.0,nan,nan,nan,nan,nan,nan,100.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
22,ar-en,ad,10,100.0,nan,91.0,nan,79.0,78.0,67.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
23,ar-en,ad,10,26.0,nan,75.0,nan,75.0,89.0,76.0,nan,51.0,nan,36.0,nan,nan,nan,nan,nan,nan,86.0,100.0,57.0,nan,nan,nan,nan,nan,nan,nan
24,ar-en,ad,10,17.0,nan,89.0,nan,78.0,94.0,100.0,nan,10.0,nan,88.0,nan,nan,nan,nan,nan,nan,88.0,100.0,83.0,nan,nan,nan,nan,nan,nan,nan
25,ar-en,ad,10,100.0,nan,93.0,nan,73.0,85.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,100.0,77.0,nan,nan,nan,nan,nan,nan,nan
26,ar-en,ad,10,100.0,nan,99.0,nan,87.0,80.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
27,ar-en,ad,10,91.0,nan,94.0,nan,93.0,92.0,100.0,nan,86.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
28,ar-en,ad,10,52.0,nan,84.0,nan,84.0,89.0,75.0,nan,63.0,nan,78.0,nan,nan,nan,nan,nan,nan,66.0,75.0,36.0,nan,nan,nan,nan,nan,nan,nan
29,ar-en,ad,10,75.0,nan,81.0,nan,89.0,89.0,91.0,nan,10.0,nan,87.0,nan,nan,nan,nan,nan,nan,39.0,76.0,75.0,nan,nan,nan,nan,nan,nan,nan
30,ar-en,ad,10,100.0,nan,99.0,nan,79.0,86.0,95.0,nan,75.0,nan,91.0,nan,nan,nan,nan,nan,nan,51.0,50.0,74.0,nan,nan,nan,nan,nan,nan,nan
31,ar-en,ad,10,100.0,nan,99.0,nan,76.0,76.0,100.0,nan,100.0,nan,96.0,nan,nan,nan,nan,nan,nan,100.0,100.0,72.0,nan,nan,nan,nan,nan,nan,nan
32,ar-en,ad,10,59.0,nan,77.0,nan,76.0,80.0,65.0,nan,13.0,nan,50.0,nan,nan,nan,nan,nan,nan,100.0,76.0,100.0,nan,nan,nan,nan,nan,nan,nan
33,ar-en,ad,9,16.0,nan,75.0,nan,76.0,100.0,nan,nan,24.0,24.0,62.0,nan,86.0,nan,nan,nan,nan,nan,nan,22.0,nan,nan,nan,nan,nan,nan,nan
34,ar-en,ad,9,15.0,nan,91.0,nan,75.0,97.0,nan,nan,37.0,68.0,72.0,nan,98.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
35,ar-en,ad,9,76.0,nan,100.0,nan,98.0,100.0,nan,nan,99.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
36,ar-en,ad,9,100.0,nan,100.0,nan,85.0,96.0,nan,nan,100.0,99.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
37,ar-en,ad,9,100.0,nan,100.0,nan,87.0,99.0,nan,nan,100.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
38,ar-en,ad,9,25.0,nan,52.0,nan,77.0,100.0,nan,nan,25.0,60.0,61.0,nan,49.0,nan,nan,nan,nan,nan,nan,19.0,nan,nan,nan,nan,nan,nan,nan
39,ar-en,ad,9,100.0,nan,100.0,nan,75.0,92.0,nan,nan,100.0,75.0,94.0,nan,87.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
40,ar-en,ad,9,0.0,nan,33.0,nan,55.0,93.0,nan,nan,12.0,75.0,54.0,nan,94.0,nan,nan,nan,nan,nan,nan,49.0,nan,nan,nan,nan,nan,nan,nan
41,ar-en,ad,9,24.0,nan,49.0,nan,66.0,89.0,nan,nan,26.0,75.0,68.0,nan,88.0,nan,nan,nan,nan,nan,nan,49.0,nan,nan,nan,nan,nan,nan,nan
42,ar-en,ad,9,100.0,nan,99.0,nan,76.0,100.0,nan,nan,100.0,75.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
43,ar-en,ad,9,25.0,nan,62.0,nan,75.0,95.0,nan,nan,37.0,95.0,82.0,nan,89.0,nan,nan,nan,nan,nan,nan,74.0,nan,nan,nan,nan,nan,nan,nan
44,ar-en,ad,9,76.0,nan,86.0,nan,75.0,91.0,nan,nan,50.0,75.0,75.0,nan,89.0,nan,nan,nan,nan,nan,nan,32.0,nan,nan,nan,nan,nan,nan,nan
45,ar-en,ad,9,71.0,nan,84.0,nan,84.0,94.0,nan,nan,37.0,100.0,75.0,nan,100.0,nan,nan,nan,nan,nan,nan,81.0,nan,nan,nan,nan,nan,nan,nan
46,ar-en,ad,9,38.0,nan,84.0,nan,76.0,95.0,nan,nan,54.0,74.0,84.0,nan,89.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
47,ar-en,ad,9,100.0,nan,100.0,nan,98.0,99.0,nan,nan,100.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
48,ar-en,ad,9,92.0,nan,93.0,nan,85.0,100.0,nan,nan,89.0,87.0,75.0,nan,95.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
49,ar-en,ad,9,14.0,nan,82.0,nan,83.0,9.0,nan,nan,25.0,35.0,84.0,nan,24.0,nan,nan,nan,nan,nan,nan,25.0,nan,nan,nan,nan,nan,nan,nan
50,ar-en,ad,9,90.0,nan,89.0,nan,82.0,59.0,nan,nan,99.0,61.0,83.0,nan,87.0,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan
51,ar-en,ad,9,66.0,nan,78.0,nan,84.0,60.0,nan,nan,64.0,75.0,70.0,nan,90.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
52,ar-en,ad,9,100.0,nan,98.0,nan,92.0,99.0,nan,nan,99.0,99.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
53,ar-en,ad,9,1.0,nan,50.0,nan,64.0,95.0,nan,nan,13.0,25.0,24.0,nan,25.0,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan
54,ar-en,ad,9,100.0,nan,100.0,nan,91.0,88.0,nan,nan,100.0,99.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
55,ar-en,ad,9,100.0,nan,100.0,nan,96.0,82.0,nan,nan,100.0,99.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
56,ar-en,ad,9,75.0,nan,83.0,nan,85.0,82.0,nan,nan,75.0,93.0,83.0,nan,90.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
57,ar-en,ad,9,20.0,nan,48.0,nan,79.0,84.0,nan,nan,26.0,10.0,62.0,nan,75.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
58,ar-en,ad,9,100.0,nan,86.0,nan,82.0,99.0,nan,nan,89.0,100.0,94.0,nan,91.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
59,ar-en,ad,9,19.0,nan,66.0,nan,73.0,88.0,nan,nan,15.0,6.0,75.0,nan,75.0,nan,nan,nan,nan,nan,nan,24.0,nan,nan,nan,nan,nan,nan,nan
60,ar-en,ad,9,100.0,nan,81.0,nan,75.0,89.0,nan,nan,76.0,91.0,68.0,nan,97.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
61,ar-en,ad,9,93.0,nan,98.0,nan,73.0,95.0,nan,nan,25.0,36.0,75.0,nan,75.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
62,ar-en,ad,9,42.0,nan,80.0,nan,78.0,95.0,nan,nan,25.0,64.0,75.0,nan,83.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
63,ar-en,ad,9,88.0,nan,87.0,nan,72.0,95.0,nan,nan,100.0,74.0,85.0,nan,94.0,nan,nan,nan,nan,nan,nan,63.0,nan,nan,nan,nan,nan,nan,nan
64,ar-en,ad,9,40.0,nan,80.0,nan,69.0,97.0,nan,nan,38.0,60.0,64.0,nan,75.0,nan,nan,nan,nan,nan,nan,61.0,nan,nan,nan,nan,nan,nan,nan
65,ar-en,ad,9,77.0,nan,76.0,nan,64.0,83.0,nan,nan,37.0,14.0,66.0,nan,89.0,nan,nan,nan,nan,nan,nan,87.0,nan,nan,nan,nan,nan,nan,nan
66,ar-en,ad,9,100.0,nan,99.0,nan,91.0,89.0,nan,nan,100.0,99.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
67,ar-en,ad,9,100.0,nan,92.0,nan,86.0,100.0,nan,nan,100.0,99.0,96.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
68,ar-en,ad,9,100.0,nan,99.0,nan,91.0,99.0,nan,nan,100.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
69,ar-en,ad,9,69.0,nan,99.0,nan,83.0,99.0,nan,nan,75.0,99.0,75.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
70,ar-en,ad,9,100.0,nan,76.0,nan,84.0,97.0,nan,nan,76.0,25.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
71,ar-en,ad,10,75.0,nan,76.0,nan,nan,85.0,nan,nan,47.0,59.0,71.0,nan,nan,60.0,87.0,nan,nan,nan,nan,100.0,nan,nan,75.0,nan,nan,nan,nan
72,ar-en,ad,10,100.0,nan,87.0,nan,nan,95.0,nan,nan,67.0,100.0,100.0,nan,nan,60.0,97.0,nan,nan,nan,nan,75.0,nan,nan,100.0,nan,nan,nan,nan
73,ar-en,ad,10,100.0,nan,100.0,nan,nan,97.0,nan,nan,89.0,100.0,100.0,nan,nan,56.0,97.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
74,ar-en,ad,10,82.0,nan,77.0,nan,nan,99.0,nan,nan,65.0,81.0,95.0,nan,nan,41.0,85.0,nan,nan,nan,nan,25.0,nan,nan,50.0,nan,nan,nan,nan
75,ar-en,ad,10,100.0,nan,99.0,nan,nan,84.0,nan,nan,100.0,100.0,100.0,nan,nan,86.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
76,ar-en,ad,10,92.0,nan,84.0,nan,nan,87.0,nan,nan,100.0,75.0,96.0,nan,nan,65.0,93.0,nan,nan,nan,nan,75.0,nan,nan,75.0,nan,nan,nan,nan
77,ar-en,ad,10,49.0,nan,30.0,nan,nan,77.0,nan,nan,63.0,75.0,86.0,nan,nan,44.0,74.0,nan,nan,nan,nan,50.0,nan,nan,50.0,nan,nan,nan,nan
78,ar-en,ad,10,29.0,nan,23.0,nan,nan,91.0,nan,nan,34.0,76.0,73.0,nan,nan,66.0,91.0,nan,nan,nan,nan,25.0,nan,nan,50.0,nan,nan,nan,nan
79,ar-en,ad,10,84.0,nan,90.0,nan,nan,97.0,nan,nan,75.0,39.0,82.0,nan,nan,54.0,73.0,nan,nan,nan,nan,25.0,nan,nan,75.0,nan,nan,nan,nan
80,ar-en,ad,10,93.0,nan,88.0,nan,nan,90.0,nan,nan,91.0,99.0,92.0,nan,nan,64.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
81,ar-en,ad,10,100.0,nan,99.0,nan,nan,89.0,nan,nan,100.0,100.0,100.0,nan,nan,81.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
82,ar-en,ad,10,100.0,nan,99.0,nan,nan,77.0,nan,nan,98.0,100.0,97.0,nan,nan,47.0,100.0,nan,nan,nan,nan,75.0,nan,nan,100.0,nan,nan,nan,nan
83,ar-en,ad,10,81.0,nan,76.0,nan,nan,90.0,nan,nan,54.0,99.0,72.0,nan,nan,35.0,70.0,nan,nan,nan,nan,75.0,nan,nan,50.0,nan,nan,nan,nan
84,ar-en,ad,10,62.0,nan,79.0,nan,nan,88.0,nan,nan,52.0,73.0,77.0,nan,nan,86.0,74.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
85,ar-en,ad,10,77.0,nan,76.0,nan,nan,87.0,nan,nan,74.0,54.0,92.0,nan,nan,45.0,100.0,nan,nan,nan,nan,75.0,nan,nan,75.0,nan,nan,nan,nan
86,ar-en,ad,10,76.0,nan,81.0,nan,nan,96.0,nan,nan,53.0,82.0,72.0,nan,nan,56.0,72.0,nan,nan,nan,nan,75.0,nan,nan,50.0,nan,nan,nan,nan
87,ar-en,ad,10,84.0,nan,99.0,nan,nan,83.0,nan,nan,80.0,85.0,79.0,nan,nan,60.0,90.0,nan,nan,nan,nan,75.0,nan,nan,75.0,nan,nan,nan,nan
88,ar-en,ad,10,88.0,nan,85.0,nan,nan,85.0,nan,nan,32.0,83.0,93.0,nan,nan,83.0,100.0,nan,nan,nan,nan,0.0,nan,nan,75.0,nan,nan,nan,nan
89,ar-en,ad,10,46.0,nan,76.0,nan,nan,93.0,nan,nan,70.0,75.0,90.0,nan,nan,43.0,72.0,nan,nan,nan,nan,75.0,nan,nan,50.0,nan,nan,nan,nan
90,ar-en,ad,10,96.0,nan,100.0,nan,nan,79.0,nan,nan,100.0,99.0,90.0,nan,nan,85.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
91,ar-en,ad,10,100.0,nan,98.0,nan,nan,80.0,nan,nan,97.0,84.0,100.0,nan,nan,87.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
92,ar-en,ad,10,58.0,nan,82.0,nan,nan,82.0,nan,nan,68.0,67.0,55.0,nan,nan,57.0,46.0,nan,nan,nan,nan,0.0,nan,nan,100.0,nan,nan,nan,nan
93,ar-en,ad,10,100.0,nan,98.0,nan,nan,89.0,nan,nan,94.0,100.0,100.0,nan,nan,88.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
94,ar-en,ad,10,64.0,nan,76.0,nan,nan,86.0,nan,nan,76.0,56.0,74.0,nan,nan,39.0,43.0,nan,nan,nan,nan,25.0,nan,nan,75.0,nan,nan,nan,nan
95,ar-en,ad,10,18.0,nan,74.0,nan,nan,82.0,nan,nan,52.0,35.0,63.0,nan,nan,83.0,39.0,nan,nan,nan,nan,75.0,nan,nan,50.0,nan,nan,nan,nan
96,ar-en,ad,10,100.0,nan,79.0,nan,nan,89.0,nan,nan,91.0,85.0,77.0,nan,nan,61.0,71.0,nan,nan,nan,nan,75.0,nan,nan,100.0,nan,nan,nan,nan
97,ar-en,ad,10,76.0,nan,80.0,nan,nan,78.0,nan,nan,88.0,57.0,88.0,nan,nan,44.0,97.0,nan,nan,nan,nan,68.0,nan,nan,50.0,nan,nan,nan,nan
98,ar-en,ad,10,27.0,nan,62.0,nan,nan,100.0,nan,nan,65.0,35.0,53.0,nan,nan,37.0,45.0,nan,nan,nan,nan,0.0,nan,nan,25.0,nan,nan,nan,nan
99,ar-en,ad,10,88.0,nan,85.0,nan,nan,98.0,nan,nan,97.0,99.0,75.0,nan,nan,56.0,92.0,nan,nan,nan,nan,50.0,nan,nan,50.0,nan,nan,nan,nan
100,ar-en,ad,10,93.0,nan,100.0,nan,nan,96.0,nan,nan,68.0,98.0,86.0,nan,nan,59.0,97.0,nan,nan,nan,nan,25.0,nan,nan,75.0,nan,nan,nan,nan
101,ar-en,ad,10,66.0,nan,69.0,nan,nan,95.0,nan,nan,66.0,42.0,70.0,nan,nan,37.0,45.0,nan,nan,nan,nan,0.0,nan,nan,25.0,nan,nan,nan,nan
102,ar-en,ad,10,100.0,nan,99.0,nan,nan,95.0,nan,nan,89.0,77.0,94.0,nan,nan,62.0,78.0,nan,nan,nan,nan,51.0,nan,nan,50.0,nan,nan,nan,nan
103,ar-en,ad,10,65.0,nan,86.0,nan,nan,94.0,nan,nan,73.0,61.0,80.0,nan,nan,55.0,46.0,nan,nan,nan,nan,0.0,nan,nan,50.0,nan,nan,nan,nan
104,ar-en,ad,10,22.0,nan,73.0,nan,nan,91.0,nan,nan,35.0,31.0,73.0,nan,nan,22.0,41.0,nan,nan,nan,nan,0.0,nan,nan,75.0,nan,nan,nan,nan
105,ar-en,ad,10,100.0,nan,99.0,nan,nan,99.0,nan,nan,99.0,100.0,100.0,nan,nan,81.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
106,ar-en,ad,10,79.0,nan,85.0,nan,nan,89.0,nan,nan,61.0,78.0,94.0,nan,nan,61.0,60.0,nan,nan,nan,nan,25.0,nan,nan,75.0,nan,nan,nan,nan
107,ar-en,ad,10,26.0,nan,71.0,nan,nan,80.0,nan,nan,26.0,42.0,85.0,nan,nan,67.0,31.0,nan,nan,nan,nan,25.0,nan,nan,75.0,nan,nan,nan,nan
108,ar-en,ad,10,100.0,nan,93.0,nan,nan,87.0,nan,nan,100.0,99.0,100.0,nan,nan,86.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
109,ar-en,ad,10,100.0,nan,98.0,nan,nan,87.0,nan,nan,100.0,99.0,100.0,nan,nan,87.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
110,ar-en,ad,10,77.0,nan,94.0,nan,nan,91.0,nan,nan,99.0,85.0,98.0,nan,nan,64.0,89.0,nan,nan,nan,nan,75.0,nan,nan,100.0,nan,nan,nan,nan
111,ar-en,ad,10,66.0,nan,89.0,nan,nan,96.0,nan,nan,57.0,67.0,78.0,nan,nan,38.0,72.0,nan,nan,nan,nan,51.0,nan,nan,75.0,nan,nan,nan,nan
112,ar-en,ad,10,100.0,nan,99.0,nan,nan,99.0,nan,nan,100.0,100.0,100.0,nan,nan,85.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
113,ar-en,ad,10,79.0,nan,91.0,nan,nan,96.0,nan,nan,92.0,91.0,97.0,nan,nan,70.0,79.0,nan,nan,nan,nan,86.0,nan,nan,75.0,nan,nan,nan,nan
114,ar-en,ad,10,100.0,nan,99.0,nan,nan,92.0,nan,nan,100.0,99.0,100.0,nan,nan,90.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
115,ar-en,ad,10,nan,nan,84.0,nan,nan,70.0,nan,nan,64.0,75.0,100.0,73.0,nan,88.0,97.0,nan,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
116,ar-en,ad,10,nan,nan,73.0,nan,nan,75.0,nan,nan,62.0,66.0,74.0,67.0,nan,36.0,92.0,nan,26.0,nan,nan,46.0,nan,nan,nan,nan,nan,nan,nan
117,ar-en,ad,10,nan,nan,8.0,nan,nan,34.0,nan,nan,7.0,33.0,73.0,100.0,nan,31.0,22.0,nan,28.0,nan,nan,35.0,nan,nan,nan,nan,nan,nan,nan
118,ar-en,ad,10,nan,nan,76.0,nan,nan,84.0,nan,nan,25.0,31.0,60.0,0.0,nan,30.0,8.0,nan,96.0,nan,nan,25.0,nan,nan,nan,nan,nan,nan,nan
119,ar-en,ad,10,nan,nan,96.0,nan,nan,99.0,nan,nan,100.0,100.0,100.0,75.0,nan,88.0,100.0,nan,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
120,ar-en,ad,10,nan,nan,62.0,nan,nan,92.0,nan,nan,57.0,66.0,70.0,64.0,nan,32.0,21.0,nan,92.0,nan,nan,58.0,nan,nan,nan,nan,nan,nan,nan
121,ar-en,ad,10,nan,nan,60.0,nan,nan,71.0,nan,nan,48.0,68.0,48.0,34.0,nan,31.0,18.0,nan,94.0,nan,nan,25.0,nan,nan,nan,nan,nan,nan,nan
122,ar-en,ad,10,nan,nan,75.0,nan,nan,83.0,nan,nan,60.0,100.0,98.0,60.0,nan,59.0,45.0,nan,92.0,nan,nan,53.0,nan,nan,nan,nan,nan,nan,nan
123,ar-en,ad,10,nan,nan,98.0,nan,nan,99.0,nan,nan,99.0,99.0,97.0,76.0,nan,86.0,97.0,nan,92.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
124,ar-en,ad,10,nan,nan,86.0,nan,nan,99.0,nan,nan,99.0,99.0,100.0,88.0,nan,89.0,100.0,nan,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
125,ar-en,ad,10,nan,nan,61.0,nan,nan,91.0,nan,nan,35.0,34.0,74.0,45.0,nan,89.0,48.0,nan,92.0,nan,nan,60.0,nan,nan,nan,nan,nan,nan,nan
126,ar-en,ad,10,nan,nan,89.0,nan,nan,54.0,nan,nan,96.0,100.0,100.0,73.0,nan,86.0,85.0,nan,93.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
127,ar-en,ad,10,nan,nan,95.0,nan,nan,94.0,nan,nan,100.0,99.0,91.0,73.0,nan,89.0,100.0,nan,95.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
128,ar-en,ad,10,nan,nan,86.0,nan,nan,87.0,nan,nan,99.0,99.0,80.0,77.0,nan,82.0,73.0,nan,97.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
129,ar-en,ad,10,nan,nan,77.0,nan,nan,90.0,nan,nan,60.0,85.0,71.0,59.0,nan,70.0,53.0,nan,93.0,nan,nan,80.0,nan,nan,nan,nan,nan,nan,nan
