SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10,ANNOTATOR_11,ANNOTATOR_12,ANNOTATOR_13,ANNOTATOR_14,ANNOTATOR_15,ANNOTATOR_16,ANNOTATOR_17,ANNOTATOR_18,ANNOTATOR_19,ANNOTATOR_20,ANNOTATOR_21,ANNOTATOR_22,ANNOTATOR_23,ANNOTATOR_24,ANNOTATOR_25,ANNOTATOR_26,ANNOTATOR_27
11,ar-en,fl,10,68.0,nan,93.0,nan,75.0,87.0,56.0,nan,36.0,nan,76.0,nan,nan,nan,nan,nan,nan,16.0,25.0,100.0,nan,nan,nan,nan,nan,nan,nan
12,ar-en,fl,10,100.0,nan,99.0,nan,76.0,99.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,75.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
13,ar-en,fl,10,100.0,nan,100.0,nan,77.0,99.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,66.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
14,ar-en,fl,10,100.0,nan,100.0,nan,87.0,99.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,62.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
15,ar-en,fl,10,100.0,nan,100.0,nan,86.0,99.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,74.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
16,ar-en,fl,10,100.0,nan,100.0,nan,88.0,99.0,88.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,67.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
17,ar-en,fl,10,90.0,nan,95.0,nan,75.0,85.0,77.0,nan,64.0,nan,93.0,nan,nan,nan,nan,nan,nan,45.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
18,ar-en,fl,10,100.0,nan,99.0,nan,76.0,99.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,68.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
19,ar-en,fl,10,100.0,nan,96.0,nan,76.0,99.0,91.0,nan,100.0,nan,94.0,nan,nan,nan,nan,nan,nan,63.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
20,ar-en,fl,10,63.0,nan,87.0,nan,81.0,73.0,54.0,nan,36.0,nan,76.0,nan,nan,nan,nan,nan,nan,49.0,26.0,78.0,nan,nan,nan,nan,nan,nan,nan
21,ar-en,fl,10,100.0,nan,99.0,nan,75.0,95.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,58.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
22,ar-en,fl,10,100.0,nan,98.0,nan,85.0,99.0,91.0,nan,88.0,nan,100.0,nan,nan,nan,nan,nan,nan,59.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
23,ar-en,fl,10,89.0,nan,96.0,nan,74.0,85.0,72.0,nan,49.0,nan,76.0,nan,nan,nan,nan,nan,nan,45.0,95.0,100.0,nan,nan,nan,nan,nan,nan,nan
24,ar-en,fl,10,100.0,nan,99.0,nan,81.0,99.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,60.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
25,ar-en,fl,10,100.0,nan,99.0,nan,75.0,100.0,74.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,61.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
26,ar-en,fl,10,100.0,nan,99.0,nan,85.0,99.0,100.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,75.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
27,ar-en,fl,10,100.0,nan,99.0,nan,78.0,98.0,90.0,nan,76.0,nan,95.0,nan,nan,nan,nan,nan,nan,75.0,89.0,100.0,nan,nan,nan,nan,nan,nan,nan
28,ar-en,fl,10,100.0,nan,98.0,nan,88.0,93.0,70.0,nan,38.0,nan,83.0,nan,nan,nan,nan,nan,nan,57.0,75.0,90.0,nan,nan,nan,nan,nan,nan,nan
29,ar-en,fl,10,73.0,nan,89.0,nan,77.0,63.0,65.0,nan,13.0,nan,85.0,nan,nan,nan,nan,nan,nan,19.0,37.0,75.0,nan,nan,nan,nan,nan,nan,nan
30,ar-en,fl,10,74.0,nan,98.0,nan,74.0,59.0,43.0,nan,25.0,nan,77.0,nan,nan,nan,nan,nan,nan,15.0,25.0,38.0,nan,nan,nan,nan,nan,nan,nan
31,ar-en,fl,10,87.0,nan,99.0,nan,73.0,70.0,90.0,nan,25.0,nan,70.0,nan,nan,nan,nan,nan,nan,73.0,75.0,77.0,nan,nan,nan,nan,nan,nan,nan
32,ar-en,fl,10,100.0,nan,89.0,nan,73.0,76.0,78.0,nan,75.0,nan,79.0,nan,nan,nan,nan,nan,nan,63.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan
33,ar-en,fl,9,100.0,nan,95.0,nan,89.0,83.0,nan,nan,75.0,57.0,87.0,nan,89.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
34,ar-en,fl,9,100.0,nan,98.0,nan,77.0,79.0,nan,nan,63.0,39.0,100.0,nan,95.0,nan,nan,nan,nan,nan,nan,38.0,nan,nan,nan,nan,nan,nan,nan
35,ar-en,fl,9,100.0,nan,100.0,nan,95.0,99.0,nan,nan,100.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,99.0,nan,nan,nan,nan,nan,nan,nan
36,ar-en,fl,9,100.0,nan,99.0,nan,76.0,90.0,nan,nan,75.0,80.0,87.0,nan,100.0,nan,nan,nan,nan,nan,nan,73.0,nan,nan,nan,nan,nan,nan,nan
37,ar-en,fl,9,100.0,nan,100.0,nan,95.0,99.0,nan,nan,100.0,99.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
38,ar-en,fl,9,100.0,nan,100.0,nan,93.0,100.0,nan,nan,100.0,99.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
39,ar-en,fl,9,100.0,nan,99.0,nan,90.0,99.0,nan,nan,87.0,84.0,96.0,nan,99.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
40,ar-en,fl,9,100.0,nan,100.0,nan,93.0,99.0,nan,nan,100.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
41,ar-en,fl,9,100.0,nan,100.0,nan,92.0,99.0,nan,nan,100.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,99.0,nan,nan,nan,nan,nan,nan,nan
42,ar-en,fl,9,100.0,nan,100.0,nan,91.0,100.0,nan,nan,100.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
43,ar-en,fl,9,83.0,nan,93.0,nan,85.0,74.0,nan,nan,88.0,79.0,90.0,nan,99.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
44,ar-en,fl,9,61.0,nan,88.0,nan,74.0,71.0,nan,nan,51.0,76.0,68.0,nan,88.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
45,ar-en,fl,9,100.0,nan,97.0,nan,75.0,92.0,nan,nan,25.0,83.0,93.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
46,ar-en,fl,9,79.0,nan,90.0,nan,75.0,74.0,nan,nan,36.0,77.0,75.0,nan,89.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
47,ar-en,fl,9,100.0,nan,99.0,nan,98.0,99.0,nan,nan,100.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
48,ar-en,fl,9,75.0,nan,86.0,nan,76.0,99.0,nan,nan,75.0,91.0,93.0,nan,92.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
49,ar-en,fl,9,100.0,nan,99.0,nan,87.0,90.0,nan,nan,51.0,100.0,100.0,nan,91.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
50,ar-en,fl,9,100.0,nan,97.0,nan,77.0,85.0,nan,nan,61.0,80.0,79.0,nan,96.0,nan,nan,nan,nan,nan,nan,76.0,nan,nan,nan,nan,nan,nan,nan
51,ar-en,fl,9,67.0,nan,77.0,nan,70.0,73.0,nan,nan,61.0,57.0,80.0,nan,87.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
52,ar-en,fl,9,100.0,nan,99.0,nan,83.0,100.0,nan,nan,100.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
53,ar-en,fl,9,100.0,nan,99.0,nan,75.0,74.0,nan,nan,100.0,99.0,84.0,nan,96.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
54,ar-en,fl,9,100.0,nan,100.0,nan,95.0,100.0,nan,nan,100.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
55,ar-en,fl,9,100.0,nan,100.0,nan,92.0,99.0,nan,nan,100.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
56,ar-en,fl,9,100.0,nan,86.0,nan,77.0,83.0,nan,nan,75.0,99.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
57,ar-en,fl,9,57.0,nan,76.0,nan,72.0,71.0,nan,nan,25.0,70.0,82.0,nan,93.0,nan,nan,nan,nan,nan,nan,43.0,nan,nan,nan,nan,nan,nan,nan
58,ar-en,fl,9,100.0,nan,100.0,nan,76.0,99.0,nan,nan,89.0,99.0,100.0,nan,99.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
59,ar-en,fl,9,74.0,nan,94.0,nan,75.0,84.0,nan,nan,25.0,75.0,82.0,nan,93.0,nan,nan,nan,nan,nan,nan,40.0,nan,nan,nan,nan,nan,nan,nan
60,ar-en,fl,9,78.0,nan,83.0,nan,73.0,84.0,nan,nan,62.0,100.0,84.0,nan,95.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
61,ar-en,fl,9,100.0,nan,100.0,nan,75.0,98.0,nan,nan,99.0,78.0,94.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
62,ar-en,fl,9,100.0,nan,95.0,nan,75.0,95.0,nan,nan,88.0,99.0,89.0,nan,93.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
63,ar-en,fl,9,74.0,nan,82.0,nan,79.0,89.0,nan,nan,89.0,78.0,93.0,nan,95.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
64,ar-en,fl,9,43.0,nan,94.0,nan,74.0,93.0,nan,nan,38.0,90.0,86.0,nan,84.0,nan,nan,nan,nan,nan,nan,74.0,nan,nan,nan,nan,nan,nan,nan
65,ar-en,fl,9,71.0,nan,85.0,nan,78.0,99.0,nan,nan,25.0,75.0,71.0,nan,92.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
66,ar-en,fl,9,100.0,nan,100.0,nan,88.0,100.0,nan,nan,99.0,99.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
67,ar-en,fl,9,100.0,nan,100.0,nan,93.0,95.0,nan,nan,99.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
68,ar-en,fl,9,100.0,nan,99.0,nan,87.0,94.0,nan,nan,99.0,99.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
69,ar-en,fl,9,77.0,nan,90.0,nan,84.0,96.0,nan,nan,64.0,79.0,84.0,nan,89.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
70,ar-en,fl,9,100.0,nan,99.0,nan,83.0,96.0,nan,nan,75.0,100.0,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
71,ar-en,fl,10,95.0,nan,98.0,nan,nan,99.0,nan,nan,79.0,75.0,94.0,nan,nan,62.0,99.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
72,ar-en,fl,10,100.0,nan,85.0,nan,nan,98.0,nan,nan,63.0,100.0,94.0,nan,nan,57.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
73,ar-en,fl,10,100.0,nan,94.0,nan,nan,97.0,nan,nan,30.0,86.0,100.0,nan,nan,56.0,99.0,nan,nan,nan,nan,26.0,nan,nan,75.0,nan,nan,nan,nan
74,ar-en,fl,10,79.0,nan,89.0,nan,nan,97.0,nan,nan,33.0,26.0,83.0,nan,nan,42.0,90.0,nan,nan,nan,nan,10.0,nan,nan,50.0,nan,nan,nan,nan
75,ar-en,fl,10,100.0,nan,99.0,nan,nan,99.0,nan,nan,100.0,100.0,100.0,nan,nan,90.0,100.0,nan,nan,nan,nan,99.0,nan,nan,100.0,nan,nan,nan,nan
76,ar-en,fl,10,94.0,nan,86.0,nan,nan,88.0,nan,nan,61.0,75.0,95.0,nan,nan,64.0,93.0,nan,nan,nan,nan,25.0,nan,nan,100.0,nan,nan,nan,nan
77,ar-en,fl,10,83.0,nan,74.0,nan,nan,89.0,nan,nan,26.0,25.0,84.0,nan,nan,32.0,78.0,nan,nan,nan,nan,13.0,nan,nan,50.0,nan,nan,nan,nan
78,ar-en,fl,10,93.0,nan,99.0,nan,nan,100.0,nan,nan,100.0,100.0,100.0,nan,nan,77.0,97.0,nan,nan,nan,nan,25.0,nan,nan,100.0,nan,nan,nan,nan
79,ar-en,fl,10,82.0,nan,85.0,nan,nan,87.0,nan,nan,35.0,57.0,94.0,nan,nan,47.0,71.0,nan,nan,nan,nan,50.0,nan,nan,50.0,nan,nan,nan,nan
80,ar-en,fl,10,100.0,nan,95.0,nan,nan,99.0,nan,nan,100.0,93.0,97.0,nan,nan,70.0,100.0,nan,nan,nan,nan,50.0,nan,nan,100.0,nan,nan,nan,nan
81,ar-en,fl,10,100.0,nan,95.0,nan,nan,95.0,nan,nan,100.0,100.0,100.0,nan,nan,90.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
82,ar-en,fl,10,100.0,nan,96.0,nan,nan,97.0,nan,nan,100.0,75.0,100.0,nan,nan,61.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
83,ar-en,fl,10,82.0,nan,73.0,nan,nan,97.0,nan,nan,61.0,61.0,89.0,nan,nan,37.0,80.0,nan,nan,nan,nan,62.0,nan,nan,75.0,nan,nan,nan,nan
84,ar-en,fl,10,100.0,nan,99.0,nan,nan,93.0,nan,nan,100.0,100.0,100.0,nan,nan,87.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
85,ar-en,fl,10,81.0,nan,82.0,nan,nan,95.0,nan,nan,38.0,65.0,88.0,nan,nan,48.0,59.0,nan,nan,nan,nan,11.0,nan,nan,75.0,nan,nan,nan,nan
86,ar-en,fl,10,100.0,nan,92.0,nan,nan,86.0,nan,nan,100.0,100.0,100.0,nan,nan,62.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
87,ar-en,fl,10,78.0,nan,82.0,nan,nan,80.0,nan,nan,66.0,68.0,94.0,nan,nan,60.0,77.0,nan,nan,nan,nan,25.0,nan,nan,75.0,nan,nan,nan,nan
88,ar-en,fl,10,66.0,nan,91.0,nan,nan,82.0,nan,nan,72.0,36.0,74.0,nan,nan,72.0,65.0,nan,nan,nan,nan,0.0,nan,nan,50.0,nan,nan,nan,nan
89,ar-en,fl,10,72.0,nan,79.0,nan,nan,83.0,nan,nan,54.0,32.0,73.0,nan,nan,48.0,65.0,nan,nan,nan,nan,1.0,nan,nan,50.0,nan,nan,nan,nan
90,ar-en,fl,10,92.0,nan,99.0,nan,nan,89.0,nan,nan,99.0,100.0,98.0,nan,nan,89.0,94.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
91,ar-en,fl,10,100.0,nan,99.0,nan,nan,97.0,nan,nan,100.0,100.0,100.0,nan,nan,88.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
92,ar-en,fl,10,72.0,nan,95.0,nan,nan,93.0,nan,nan,55.0,100.0,68.0,nan,nan,85.0,53.0,nan,nan,nan,nan,16.0,nan,nan,75.0,nan,nan,nan,nan
93,ar-en,fl,10,100.0,nan,99.0,nan,nan,98.0,nan,nan,100.0,100.0,100.0,nan,nan,89.0,100.0,nan,nan,nan,nan,88.0,nan,nan,100.0,nan,nan,nan,nan
94,ar-en,fl,10,77.0,nan,97.0,nan,nan,91.0,nan,nan,65.0,41.0,86.0,nan,nan,47.0,55.0,nan,nan,nan,nan,0.0,nan,nan,75.0,nan,nan,nan,nan
95,ar-en,fl,10,100.0,nan,99.0,nan,nan,99.0,nan,nan,99.0,100.0,100.0,nan,nan,89.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
96,ar-en,fl,10,90.0,nan,99.0,nan,nan,78.0,nan,nan,84.0,39.0,92.0,nan,nan,64.0,70.0,nan,nan,nan,nan,75.0,nan,nan,100.0,nan,nan,nan,nan
97,ar-en,fl,10,93.0,nan,84.0,nan,nan,89.0,nan,nan,59.0,65.0,95.0,nan,nan,34.0,73.0,nan,nan,nan,nan,24.0,nan,nan,50.0,nan,nan,nan,nan
98,ar-en,fl,10,80.0,nan,95.0,nan,nan,79.0,nan,nan,62.0,33.0,86.0,nan,nan,43.0,39.0,nan,nan,nan,nan,1.0,nan,nan,75.0,nan,nan,nan,nan
99,ar-en,fl,10,98.0,nan,89.0,nan,nan,87.0,nan,nan,52.0,33.0,88.0,nan,nan,44.0,33.0,nan,nan,nan,nan,0.0,nan,nan,50.0,nan,nan,nan,nan
100,ar-en,fl,10,91.0,nan,93.0,nan,nan,84.0,nan,nan,58.0,67.0,86.0,nan,nan,72.0,60.0,nan,nan,nan,nan,67.0,nan,nan,100.0,nan,nan,nan,nan
101,ar-en,fl,10,76.0,nan,95.0,nan,nan,77.0,nan,nan,41.0,0.0,73.0,nan,nan,47.0,92.0,nan,nan,nan,nan,0.0,nan,nan,75.0,nan,nan,nan,nan
102,ar-en,fl,10,97.0,nan,97.0,nan,nan,79.0,nan,nan,74.0,99.0,100.0,nan,nan,71.0,78.0,nan,nan,nan,nan,88.0,nan,nan,100.0,nan,nan,nan,nan
103,ar-en,fl,10,88.0,nan,98.0,nan,nan,83.0,nan,nan,61.0,22.0,94.0,nan,nan,43.0,98.0,nan,nan,nan,nan,12.0,nan,nan,75.0,nan,nan,nan,nan
104,ar-en,fl,10,71.0,nan,72.0,nan,nan,91.0,nan,nan,40.0,11.0,87.0,nan,nan,30.0,28.0,nan,nan,nan,nan,0.0,nan,nan,75.0,nan,nan,nan,nan
105,ar-en,fl,10,100.0,nan,99.0,nan,nan,86.0,nan,nan,100.0,100.0,100.0,nan,nan,82.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
106,ar-en,fl,10,82.0,nan,97.0,nan,nan,87.0,nan,nan,70.0,28.0,86.0,nan,nan,42.0,53.0,nan,nan,nan,nan,45.0,nan,nan,75.0,nan,nan,nan,nan
107,ar-en,fl,10,100.0,nan,95.0,nan,nan,96.0,nan,nan,100.0,85.0,100.0,nan,nan,89.0,100.0,nan,nan,nan,nan,94.0,nan,nan,100.0,nan,nan,nan,nan
108,ar-en,fl,10,100.0,nan,99.0,nan,nan,96.0,nan,nan,75.0,100.0,100.0,nan,nan,79.0,100.0,nan,nan,nan,nan,95.0,nan,nan,100.0,nan,nan,nan,nan
109,ar-en,fl,10,100.0,nan,99.0,nan,nan,100.0,nan,nan,77.0,75.0,100.0,nan,nan,83.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
110,ar-en,fl,10,96.0,nan,87.0,nan,nan,96.0,nan,nan,67.0,76.0,91.0,nan,nan,56.0,84.0,nan,nan,nan,nan,40.0,nan,nan,75.0,nan,nan,nan,nan
111,ar-en,fl,10,70.0,nan,78.0,nan,nan,97.0,nan,nan,72.0,36.0,78.0,nan,nan,43.0,53.0,nan,nan,nan,nan,0.0,nan,nan,50.0,nan,nan,nan,nan
112,ar-en,fl,10,100.0,nan,99.0,nan,nan,96.0,nan,nan,100.0,92.0,100.0,nan,nan,84.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
113,ar-en,fl,10,84.0,nan,80.0,nan,nan,92.0,nan,nan,52.0,55.0,85.0,nan,nan,42.0,43.0,nan,nan,nan,nan,63.0,nan,nan,75.0,nan,nan,nan,nan
114,ar-en,fl,10,100.0,nan,95.0,nan,nan,97.0,nan,nan,100.0,100.0,100.0,nan,nan,86.0,100.0,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
115,ar-en,fl,9,nan,nan,84.0,nan,nan,97.0,nan,nan,61.0,79.0,96.0,84.0,nan,69.0,92.0,nan,93.0,nan,nan,93.0,nan,nan,nan,nan,nan,nan,nan
116,ar-en,fl,9,nan,nan,74.0,nan,nan,94.0,nan,nan,40.0,60.0,73.0,73.0,nan,37.0,72.0,nan,73.0,nan,nan,42.0,nan,nan,nan,nan,nan,nan,nan
117,ar-en,fl,9,nan,nan,62.0,nan,nan,55.0,nan,nan,31.0,31.0,60.0,75.0,nan,31.0,57.0,nan,83.0,nan,nan,19.0,nan,nan,nan,nan,nan,nan,nan
118,ar-en,fl,9,nan,nan,85.0,nan,nan,65.0,nan,nan,30.0,30.0,83.0,37.0,nan,38.0,21.0,nan,95.0,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan
119,ar-en,fl,9,nan,nan,99.0,nan,nan,99.0,nan,nan,100.0,100.0,100.0,80.0,nan,86.0,100.0,nan,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
120,ar-en,fl,9,nan,nan,76.0,nan,nan,81.0,nan,nan,47.0,21.0,72.0,63.0,nan,57.0,53.0,nan,94.0,nan,nan,26.0,nan,nan,nan,nan,nan,nan,nan
121,ar-en,fl,9,nan,nan,78.0,nan,nan,92.0,nan,nan,35.0,20.0,66.0,63.0,nan,45.0,42.0,nan,88.0,nan,nan,31.0,nan,nan,nan,nan,nan,nan,nan
122,ar-en,fl,9,nan,nan,66.0,nan,nan,87.0,nan,nan,34.0,84.0,82.0,66.0,nan,55.0,31.0,nan,91.0,nan,nan,25.0,nan,nan,nan,nan,nan,nan,nan
123,ar-en,fl,9,nan,nan,99.0,nan,nan,94.0,nan,nan,96.0,100.0,100.0,75.0,nan,84.0,90.0,nan,97.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
124,ar-en,fl,9,nan,nan,99.0,nan,nan,99.0,nan,nan,97.0,99.0,100.0,71.0,nan,89.0,100.0,nan,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
125,ar-en,fl,9,nan,nan,64.0,nan,nan,88.0,nan,nan,36.0,84.0,73.0,75.0,nan,64.0,38.0,nan,98.0,nan,nan,55.0,nan,nan,nan,nan,nan,nan,nan
126,ar-en,fl,9,nan,nan,88.0,nan,nan,85.0,nan,nan,63.0,100.0,100.0,64.0,nan,89.0,46.0,nan,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
127,ar-en,fl,9,nan,nan,99.0,nan,nan,99.0,nan,nan,96.0,100.0,100.0,78.0,nan,89.0,100.0,nan,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
128,ar-en,fl,9,nan,nan,86.0,nan,nan,99.0,nan,nan,87.0,82.0,100.0,78.0,nan,91.0,73.0,nan,93.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
129,ar-en,fl,9,nan,nan,71.0,nan,nan,90.0,nan,nan,69.0,25.0,55.0,74.0,nan,72.0,27.0,nan,97.0,nan,nan,93.0,nan,nan,nan,nan,nan,nan,nan
