SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10
33,fa-en,bl,7,55.0,75.0,85.0,75.0,nan,80.0,58.0,nan,60.0,nan
34,fa-en,bl,7,50.0,75.0,83.0,45.0,nan,50.0,41.0,nan,63.0,nan
35,fa-en,bl,7,100.0,100.0,100.0,99.0,nan,88.0,74.0,nan,79.0,nan
36,fa-en,bl,7,53.0,99.0,100.0,94.0,nan,75.0,63.0,nan,65.0,nan
37,fa-en,bl,7,81.0,100.0,100.0,100.0,nan,91.0,73.0,nan,79.0,nan
38,fa-en,bl,7,71.0,100.0,100.0,99.0,nan,91.0,69.0,nan,69.0,nan
39,fa-en,bl,7,75.0,75.0,84.0,75.0,nan,93.0,52.0,nan,62.0,nan
40,fa-en,bl,7,100.0,99.0,100.0,99.0,nan,100.0,70.0,nan,77.0,nan
41,fa-en,bl,7,76.0,99.0,100.0,100.0,nan,87.0,77.0,nan,83.0,nan
42,fa-en,bl,7,100.0,99.0,100.0,100.0,nan,100.0,83.0,nan,85.0,nan
43,fa-en,bl,7,60.0,25.0,89.0,53.0,nan,35.0,28.0,nan,47.0,nan
44,fa-en,bl,7,59.0,99.0,95.0,55.0,nan,74.0,66.0,nan,61.0,nan
45,fa-en,bl,7,96.0,99.0,94.0,99.0,nan,75.0,63.0,nan,59.0,nan
46,fa-en,bl,7,67.0,99.0,87.0,55.0,nan,49.0,60.0,nan,57.0,nan
47,fa-en,bl,7,96.0,99.0,100.0,99.0,nan,92.0,74.0,nan,77.0,nan
48,fa-en,bl,7,76.0,99.0,96.0,55.0,nan,63.0,45.0,nan,59.0,nan
49,fa-en,bl,7,76.0,75.0,100.0,99.0,nan,87.0,64.0,nan,72.0,nan
50,fa-en,bl,7,63.0,99.0,97.0,100.0,nan,76.0,69.0,nan,75.0,nan
51,fa-en,bl,7,40.0,25.0,77.0,45.0,nan,39.0,20.0,nan,52.0,nan
52,fa-en,bl,7,100.0,99.0,100.0,99.0,nan,100.0,71.0,nan,73.0,nan
53,fa-en,bl,7,28.0,75.0,75.0,54.0,nan,37.0,28.0,nan,62.0,nan
54,fa-en,bl,7,100.0,99.0,100.0,99.0,nan,100.0,70.0,nan,82.0,nan
55,fa-en,bl,7,77.0,99.0,100.0,99.0,nan,100.0,66.0,nan,86.0,nan
56,fa-en,bl,7,32.0,51.0,90.0,55.0,nan,34.0,25.0,nan,55.0,nan
57,fa-en,bl,7,67.0,100.0,90.0,100.0,nan,55.0,74.0,nan,73.0,nan
58,fa-en,bl,7,60.0,99.0,84.0,55.0,nan,30.0,66.0,nan,70.0,nan
59,fa-en,bl,7,28.0,48.0,83.0,42.0,nan,63.0,30.0,nan,51.0,nan
60,fa-en,bl,7,80.0,99.0,100.0,92.0,nan,96.0,70.0,nan,72.0,nan
61,fa-en,bl,7,26.0,100.0,94.0,98.0,nan,97.0,70.0,nan,74.0,nan
62,fa-en,bl,7,30.0,75.0,100.0,41.0,nan,57.0,27.0,nan,49.0,nan
63,fa-en,bl,7,42.0,99.0,95.0,32.0,nan,72.0,63.0,nan,64.0,nan
64,fa-en,bl,7,28.0,26.0,96.0,41.0,nan,29.0,27.0,nan,48.0,nan
65,fa-en,bl,7,54.0,75.0,92.0,98.0,nan,94.0,49.0,nan,66.0,nan
66,fa-en,bl,7,88.0,98.0,100.0,99.0,nan,97.0,74.0,nan,86.0,nan
67,fa-en,bl,7,100.0,100.0,100.0,99.0,nan,94.0,82.0,nan,91.0,nan
68,fa-en,bl,7,100.0,0.0,93.0,98.0,nan,76.0,40.0,nan,77.0,nan
69,fa-en,bl,7,24.0,25.0,87.0,39.0,nan,30.0,40.0,nan,57.0,nan
70,fa-en,bl,7,11.0,51.0,63.0,75.0,nan,54.0,41.0,nan,63.0,nan
71,fa-en,bl,7,45.0,100.0,95.0,53.0,75.0,nan,86.0,nan,69.0,nan
72,fa-en,bl,7,56.0,99.0,100.0,100.0,100.0,nan,95.0,nan,74.0,nan
73,fa-en,bl,7,65.0,99.0,89.0,91.0,91.0,nan,97.0,nan,68.0,nan
74,fa-en,bl,7,52.0,99.0,87.0,96.0,83.0,nan,74.0,nan,70.0,nan
75,fa-en,bl,7,100.0,99.0,100.0,100.0,83.0,nan,74.0,nan,81.0,nan
76,fa-en,bl,7,58.0,25.0,79.0,42.0,74.0,nan,13.0,nan,46.0,nan
77,fa-en,bl,7,52.0,99.0,85.0,99.0,81.0,nan,55.0,nan,53.0,nan
78,fa-en,bl,7,45.0,99.0,100.0,99.0,99.0,nan,74.0,nan,74.0,nan
79,fa-en,bl,7,58.0,0.0,65.0,75.0,85.0,nan,38.0,nan,47.0,nan
80,fa-en,bl,7,58.0,25.0,92.0,98.0,96.0,nan,66.0,nan,67.0,nan
81,fa-en,bl,7,69.0,99.0,92.0,100.0,89.0,nan,68.0,nan,73.0,nan
82,fa-en,bl,7,58.0,99.0,85.0,100.0,92.0,nan,55.0,nan,64.0,nan
83,fa-en,bl,7,60.0,75.0,70.0,62.0,80.0,nan,45.0,nan,58.0,nan
84,fa-en,bl,7,67.0,99.0,64.0,98.0,88.0,nan,60.0,nan,64.0,nan
85,fa-en,bl,7,58.0,99.0,79.0,97.0,96.0,nan,63.0,nan,72.0,nan
86,fa-en,bl,7,59.0,99.0,86.0,71.0,81.0,nan,55.0,nan,55.0,nan
87,fa-en,bl,7,58.0,99.0,47.0,60.0,99.0,nan,37.0,nan,56.0,nan
88,fa-en,bl,7,55.0,99.0,91.0,98.0,91.0,nan,74.0,nan,69.0,nan
89,fa-en,bl,7,43.0,91.0,64.0,54.0,89.0,nan,18.0,nan,51.0,nan
90,fa-en,bl,7,100.0,99.0,100.0,99.0,95.0,nan,69.0,nan,75.0,nan
91,fa-en,bl,7,100.0,100.0,93.0,99.0,93.0,nan,99.0,nan,75.0,nan
92,fa-en,bl,7,48.0,75.0,66.0,77.0,95.0,nan,38.0,nan,45.0,nan
93,fa-en,bl,7,55.0,99.0,100.0,99.0,92.0,nan,74.0,nan,56.0,nan
94,fa-en,bl,7,38.0,99.0,95.0,74.0,91.0,nan,56.0,nan,52.0,nan
95,fa-en,bl,7,46.0,90.0,41.0,75.0,88.0,nan,46.0,nan,48.0,nan
96,fa-en,bl,7,56.0,75.0,75.0,61.0,75.0,nan,38.0,nan,46.0,nan
97,fa-en,bl,7,90.0,99.0,72.0,82.0,87.0,nan,58.0,nan,46.0,nan
98,fa-en,bl,7,26.0,75.0,64.0,53.0,89.0,nan,56.0,nan,47.0,nan
99,fa-en,bl,7,29.0,100.0,84.0,58.0,90.0,nan,65.0,nan,53.0,nan
100,fa-en,bl,7,46.0,99.0,90.0,99.0,89.0,nan,65.0,nan,73.0,nan
101,fa-en,bl,7,38.0,99.0,86.0,89.0,88.0,nan,69.0,nan,74.0,nan
102,fa-en,bl,7,67.0,99.0,96.0,92.0,90.0,nan,63.0,nan,67.0,nan
103,fa-en,bl,7,77.0,99.0,76.0,92.0,91.0,nan,69.0,nan,54.0,nan
104,fa-en,bl,7,63.0,99.0,77.0,96.0,87.0,nan,47.0,nan,57.0,nan
105,fa-en,bl,7,100.0,99.0,84.0,97.0,90.0,nan,72.0,nan,71.0,nan
106,fa-en,bl,7,68.0,99.0,77.0,54.0,82.0,nan,63.0,nan,47.0,nan
107,fa-en,bl,7,61.0,75.0,77.0,63.0,91.0,nan,70.0,nan,50.0,nan
108,fa-en,bl,7,80.0,99.0,85.0,99.0,93.0,nan,75.0,nan,68.0,nan
109,fa-en,bl,7,64.0,100.0,100.0,98.0,90.0,nan,74.0,nan,80.0,nan
110,fa-en,bl,7,15.0,52.0,76.0,74.0,82.0,nan,54.0,nan,41.0,nan
111,fa-en,bl,7,32.0,25.0,41.0,57.0,89.0,nan,44.0,nan,42.0,nan
112,fa-en,bl,7,100.0,99.0,100.0,99.0,87.0,nan,74.0,nan,75.0,nan
113,fa-en,bl,7,57.0,99.0,90.0,99.0,92.0,nan,74.0,nan,51.0,nan
114,fa-en,bl,7,100.0,99.0,99.0,99.0,81.0,nan,74.0,nan,78.0,nan
115,fa-en,bl,5,47.0,92.0,85.0,nan,nan,nan,48.0,nan,63.0,nan
116,fa-en,bl,5,43.0,75.0,42.0,nan,nan,nan,21.0,nan,38.0,nan
117,fa-en,bl,5,17.0,1.0,39.0,nan,nan,nan,15.0,nan,38.0,nan
118,fa-en,bl,5,40.0,0.0,62.0,nan,nan,nan,33.0,nan,29.0,nan
119,fa-en,bl,5,100.0,99.0,100.0,nan,nan,nan,74.0,nan,81.0,nan
120,fa-en,bl,5,45.0,25.0,60.0,nan,nan,nan,16.0,nan,47.0,nan
121,fa-en,bl,5,45.0,75.0,51.0,nan,nan,nan,17.0,nan,28.0,nan
122,fa-en,bl,5,44.0,99.0,76.0,nan,nan,nan,33.0,nan,63.0,nan
123,fa-en,bl,5,45.0,99.0,100.0,nan,nan,nan,74.0,nan,79.0,nan
124,fa-en,bl,5,46.0,99.0,100.0,nan,nan,nan,74.0,nan,85.0,nan
125,fa-en,bl,5,43.0,1.0,75.0,nan,nan,nan,19.0,nan,41.0,nan
126,fa-en,bl,5,61.0,26.0,57.0,nan,nan,nan,32.0,nan,49.0,nan
127,fa-en,bl,5,54.0,100.0,100.0,nan,nan,nan,74.0,nan,69.0,nan
128,fa-en,bl,5,44.0,63.0,61.0,nan,nan,nan,46.0,nan,44.0,nan
129,fa-en,bl,5,50.0,25.0,65.0,nan,nan,nan,19.0,nan,48.0,nan
130,fa-en,bl,5,80.0,99.0,99.0,nan,nan,nan,74.0,nan,75.0,nan
131,fa-en,bl,5,63.0,99.0,100.0,nan,nan,nan,74.0,nan,67.0,nan
132,fa-en,bl,5,62.0,99.0,89.0,nan,nan,nan,74.0,nan,69.0,nan
133,fa-en,bl,5,60.0,99.0,71.0,nan,nan,nan,74.0,nan,70.0,nan
134,fa-en,bl,5,40.0,100.0,68.0,nan,nan,nan,58.0,nan,51.0,nan
135,fa-en,bl,5,74.0,100.0,71.0,nan,nan,nan,69.0,nan,70.0,nan
136,fa-en,bl,5,65.0,100.0,95.0,nan,nan,nan,74.0,nan,75.0,nan
137,fa-en,bl,5,54.0,100.0,80.0,nan,nan,nan,69.0,nan,63.0,nan
138,fa-en,bl,5,57.0,63.0,71.0,nan,nan,nan,34.0,nan,45.0,nan
139,fa-en,bl,5,45.0,0.0,71.0,nan,nan,nan,17.0,nan,36.0,nan
140,fa-en,bl,5,43.0,100.0,82.0,nan,nan,nan,74.0,nan,59.0,nan
141,fa-en,bl,5,45.0,90.0,72.0,nan,nan,nan,56.0,nan,46.0,nan
142,fa-en,bl,5,44.0,100.0,100.0,nan,nan,nan,74.0,nan,68.0,nan
143,fa-en,bl,5,45.0,93.0,79.0,nan,nan,nan,58.0,nan,53.0,nan
144,fa-en,bl,5,63.0,0.0,60.0,nan,nan,nan,39.0,nan,47.0,nan
145,fa-en,bl,5,53.0,100.0,70.0,nan,nan,nan,48.0,nan,51.0,nan
146,fa-en,bl,5,78.0,100.0,64.0,nan,nan,nan,46.0,nan,64.0,nan
147,fa-en,bl,5,38.0,52.0,80.0,nan,nan,nan,13.0,nan,44.0,nan
148,fa-en,bl,5,55.0,51.0,63.0,nan,nan,nan,30.0,nan,47.0,nan
149,fa-en,bl,5,45.0,1.0,42.0,nan,nan,nan,8.0,nan,38.0,nan
150,fa-en,bl,5,53.0,99.0,49.0,nan,nan,nan,12.0,nan,39.0,nan
151,fa-en,bl,5,45.0,64.0,47.0,nan,nan,nan,12.0,nan,54.0,nan
152,fa-en,bl,5,45.0,25.0,76.0,nan,nan,nan,43.0,nan,64.0,nan
153,fa-en,bl,5,44.0,100.0,75.0,nan,nan,nan,65.0,nan,47.0,nan
154,fa-en,bl,5,33.0,100.0,79.0,nan,nan,nan,47.0,nan,47.0,nan
155,fa-en,bl,5,57.0,100.0,94.0,nan,nan,nan,74.0,nan,70.0,nan
156,fa-en,bl,5,62.0,100.0,100.0,nan,nan,nan,74.0,nan,76.0,nan
157,fa-en,bl,5,43.0,100.0,98.0,nan,nan,nan,60.0,nan,60.0,nan
158,fa-en,bl,5,29.0,95.0,75.0,nan,nan,nan,57.0,nan,51.0,nan
159,fa-en,bl,5,30.0,91.0,61.0,nan,nan,nan,10.0,nan,38.0,nan
160,fa-en,bl,3,23.0,0.0,nan,nan,nan,nan,nan,nan,64.0,nan
161,fa-en,bl,3,50.0,37.0,nan,nan,nan,nan,nan,nan,57.0,nan
162,fa-en,bl,3,25.0,61.0,nan,nan,nan,nan,nan,nan,45.0,nan
163,fa-en,bl,3,100.0,51.0,nan,nan,nan,nan,nan,nan,76.0,nan
164,fa-en,bl,3,6.0,10.0,nan,nan,nan,nan,nan,nan,52.0,nan
165,fa-en,bl,3,31.0,66.0,nan,nan,nan,nan,nan,nan,48.0,nan
166,fa-en,bl,3,28.0,76.0,nan,nan,nan,nan,nan,nan,41.0,nan
167,fa-en,bl,3,30.0,11.0,nan,nan,nan,nan,nan,nan,38.0,nan
168,fa-en,bl,3,43.0,88.0,nan,nan,nan,nan,nan,nan,53.0,nan
169,fa-en,bl,3,41.0,3.0,nan,nan,nan,nan,nan,nan,36.0,nan
170,fa-en,bl,3,41.0,100.0,nan,nan,nan,nan,nan,nan,52.0,nan
171,fa-en,bl,3,41.0,11.0,nan,nan,nan,nan,nan,nan,47.0,nan
172,fa-en,bl,3,80.0,100.0,nan,nan,nan,nan,nan,nan,80.0,nan
173,fa-en,bl,3,19.0,12.0,nan,nan,nan,nan,nan,nan,53.0,nan
174,fa-en,bl,3,50.0,95.0,nan,nan,nan,nan,nan,nan,56.0,nan
175,fa-en,bl,3,30.0,12.0,nan,nan,nan,nan,nan,nan,38.0,nan
176,fa-en,bl,3,19.0,13.0,nan,nan,nan,nan,nan,nan,44.0,nan
177,fa-en,bl,3,23.0,48.0,nan,nan,nan,nan,nan,nan,62.0,nan
178,fa-en,bl,3,39.0,8.0,nan,nan,nan,nan,nan,nan,47.0,nan
179,fa-en,bl,3,40.0,12.0,nan,nan,nan,nan,nan,nan,48.0,nan
180,fa-en,bl,3,31.0,87.0,nan,nan,nan,nan,nan,nan,66.0,nan
181,fa-en,bl,3,60.0,11.0,nan,nan,nan,nan,nan,nan,74.0,nan
182,fa-en,bl,3,100.0,100.0,nan,nan,nan,nan,nan,nan,81.0,nan
183,fa-en,bl,3,51.0,89.0,nan,nan,nan,nan,nan,nan,75.0,nan
184,fa-en,bl,3,22.0,0.0,nan,nan,nan,nan,nan,nan,54.0,nan
185,fa-en,bl,3,37.0,87.0,nan,nan,nan,nan,nan,nan,76.0,nan
186,fa-en,bl,3,46.0,89.0,nan,nan,nan,nan,nan,nan,75.0,nan
187,fa-en,bl,3,75.0,100.0,nan,nan,nan,nan,nan,nan,81.0,nan
188,fa-en,bl,3,100.0,100.0,nan,nan,nan,nan,nan,nan,88.0,nan
189,fa-en,bl,3,100.0,100.0,nan,nan,nan,nan,nan,nan,88.0,nan
190,fa-en,bl,3,70.0,89.0,nan,nan,nan,nan,nan,nan,75.0,nan
191,fa-en,bl,3,37.0,25.0,nan,nan,nan,nan,nan,nan,57.0,nan
192,fa-en,bl,3,39.0,0.0,nan,nan,nan,nan,nan,nan,68.0,nan
193,fa-en,bl,3,37.0,75.0,nan,nan,nan,nan,nan,nan,77.0,nan
194,fa-en,bl,3,19.0,50.0,nan,nan,nan,nan,nan,nan,53.0,nan
195,fa-en,bl,3,31.0,62.0,nan,nan,nan,nan,nan,nan,76.0,nan
196,fa-en,bl,3,35.0,89.0,nan,nan,nan,nan,nan,nan,52.0,nan
197,fa-en,bl,3,44.0,25.0,nan,nan,nan,nan,nan,nan,41.0,nan
198,fa-en,bl,3,56.0,100.0,nan,nan,nan,nan,nan,nan,74.0,nan
199,fa-en,bl,3,100.0,100.0,nan,nan,nan,nan,nan,nan,89.0,nan
200,fa-en,bl,5,45.0,100.0,80.0,nan,nan,nan,60.0,nan,51.0,nan
201,fa-en,bl,5,53.0,100.0,84.0,nan,nan,nan,53.0,nan,91.0,nan
202,fa-en,bl,5,44.0,94.0,81.0,nan,nan,nan,73.0,nan,54.0,nan
203,fa-en,bl,5,59.0,100.0,100.0,nan,nan,nan,74.0,nan,97.0,nan
204,fa-en,bl,5,59.0,100.0,100.0,nan,nan,nan,75.0,nan,98.0,nan
205,fa-en,bl,5,47.0,100.0,84.0,nan,nan,nan,61.0,nan,51.0,nan
206,fa-en,bl,5,54.0,100.0,100.0,nan,nan,nan,63.0,nan,95.0,nan
207,fa-en,bl,5,47.0,100.0,52.0,nan,nan,nan,57.0,nan,54.0,nan
208,fa-en,bl,5,47.0,62.0,98.0,nan,nan,nan,69.0,nan,62.0,nan
209,fa-en,bl,5,30.0,0.0,72.0,nan,nan,nan,30.0,nan,24.0,nan
210,fa-en,bl,5,40.0,100.0,65.0,nan,nan,nan,42.0,nan,31.0,nan
211,fa-en,bl,5,39.0,100.0,99.0,nan,nan,nan,96.0,nan,53.0,nan
212,fa-en,bl,5,48.0,100.0,99.0,nan,nan,nan,63.0,nan,42.0,nan
213,fa-en,bl,5,43.0,100.0,46.0,nan,nan,nan,68.0,nan,68.0,nan
214,fa-en,bl,5,26.0,1.0,93.0,nan,nan,nan,41.0,nan,39.0,nan
215,fa-en,bl,5,40.0,93.0,98.0,nan,nan,nan,29.0,nan,25.0,nan
216,fa-en,bl,5,36.0,89.0,84.0,nan,nan,nan,43.0,nan,47.0,nan
217,fa-en,bl,5,46.0,88.0,75.0,nan,nan,nan,28.0,nan,31.0,nan
218,fa-en,bl,5,58.0,94.0,77.0,nan,nan,nan,45.0,nan,30.0,nan
219,fa-en,bl,5,54.0,100.0,90.0,nan,nan,nan,69.0,nan,70.0,nan
220,fa-en,bl,5,46.0,86.0,72.0,nan,nan,nan,64.0,nan,72.0,nan
221,fa-en,bl,5,48.0,100.0,80.0,nan,nan,nan,58.0,nan,71.0,nan
222,fa-en,bl,5,80.0,100.0,100.0,nan,nan,nan,74.0,nan,87.0,nan
223,fa-en,bl,5,22.0,100.0,93.0,nan,nan,nan,55.0,nan,52.0,nan
224,fa-en,bl,5,37.0,100.0,91.0,nan,nan,nan,44.0,nan,45.0,nan
225,fa-en,bl,5,60.0,96.0,96.0,nan,nan,nan,70.0,nan,70.0,nan
226,fa-en,bl,5,44.0,100.0,89.0,nan,nan,nan,53.0,nan,58.0,nan
227,fa-en,bl,5,35.0,100.0,83.0,nan,nan,nan,69.0,nan,83.0,nan
228,fa-en,bl,5,39.0,75.0,63.0,nan,nan,nan,20.0,nan,49.0,nan
229,fa-en,bl,5,49.0,90.0,74.0,nan,nan,nan,60.0,nan,49.0,nan
230,fa-en,bl,5,100.0,100.0,100.0,nan,nan,nan,74.0,nan,89.0,nan
231,fa-en,bl,5,100.0,100.0,100.0,nan,nan,nan,74.0,nan,95.0,nan
232,fa-en,bl,5,59.0,94.0,69.0,nan,nan,nan,71.0,nan,63.0,nan
233,fa-en,bl,5,60.0,100.0,71.0,nan,nan,nan,46.0,nan,88.0,nan
234,fa-en,bl,5,100.0,100.0,100.0,nan,nan,nan,74.0,nan,95.0,nan
235,fa-en,bl,3,100.0,100.0,nan,nan,nan,nan,nan,nan,91.0,nan
236,fa-en,bl,3,35.0,7.0,nan,nan,nan,nan,nan,nan,26.0,nan
237,fa-en,bl,3,73.0,100.0,nan,nan,nan,nan,nan,nan,77.0,nan
238,fa-en,bl,3,77.0,100.0,nan,nan,nan,nan,nan,nan,80.0,nan
239,fa-en,bl,3,28.0,88.0,nan,nan,nan,nan,nan,nan,71.0,nan
240,fa-en,bl,3,21.0,75.0,nan,nan,nan,nan,nan,nan,61.0,nan
241,fa-en,bl,3,100.0,100.0,nan,nan,nan,nan,nan,nan,91.0,nan
242,fa-en,bl,3,100.0,100.0,nan,nan,nan,nan,nan,nan,90.0,nan
243,fa-en,bl,3,41.0,100.0,nan,nan,nan,nan,nan,nan,83.0,nan
244,fa-en,bl,3,51.0,100.0,nan,nan,nan,nan,nan,nan,91.0,nan
245,fa-en,bl,3,54.0,75.0,nan,nan,nan,nan,nan,nan,65.0,nan
246,fa-en,bl,3,22.0,5.0,nan,nan,nan,nan,nan,nan,45.0,nan
247,fa-en,bl,3,89.0,100.0,nan,nan,nan,nan,nan,nan,85.0,nan
248,fa-en,bl,3,25.0,6.0,nan,nan,nan,nan,nan,nan,29.0,nan
249,fa-en,bl,3,52.0,25.0,nan,nan,nan,nan,nan,nan,33.0,nan
250,fa-en,bl,3,38.0,100.0,nan,nan,nan,nan,nan,nan,79.0,nan
251,fa-en,bl,3,52.0,95.0,nan,nan,nan,nan,nan,nan,52.0,nan
252,fa-en,bl,3,52.0,89.0,nan,nan,nan,nan,nan,nan,40.0,nan
253,fa-en,bl,3,27.0,85.0,nan,nan,nan,nan,nan,nan,54.0,nan
254,fa-en,bl,3,54.0,95.0,nan,nan,nan,nan,nan,nan,61.0,nan
255,fa-en,bl,3,16.0,75.0,nan,nan,nan,nan,nan,nan,29.0,nan
256,fa-en,bl,3,24.0,94.0,nan,nan,nan,nan,nan,nan,62.0,nan
257,fa-en,bl,3,77.0,100.0,nan,nan,nan,nan,nan,nan,59.0,nan
258,fa-en,bl,3,61.0,95.0,nan,nan,nan,nan,nan,nan,68.0,nan
259,fa-en,bl,3,57.0,100.0,nan,nan,nan,nan,nan,nan,58.0,nan
260,fa-en,bl,3,31.0,88.0,nan,nan,nan,nan,nan,nan,38.0,nan
261,fa-en,bl,3,41.0,96.0,nan,nan,nan,nan,nan,nan,53.0,nan
262,fa-en,bl,3,100.0,100.0,nan,nan,nan,nan,nan,nan,78.0,nan
263,fa-en,bl,3,55.0,93.0,nan,nan,nan,nan,nan,nan,66.0,nan
264,fa-en,bl,3,52.0,100.0,nan,nan,nan,nan,nan,nan,64.0,nan
265,fa-en,bl,3,0.0,56.0,nan,nan,nan,nan,nan,nan,48.0,nan
266,fa-en,bl,3,27.0,53.0,nan,nan,nan,nan,nan,nan,30.0,nan
267,fa-en,bl,3,23.0,62.0,nan,nan,nan,nan,nan,nan,39.0,nan
268,fa-en,bl,3,26.0,100.0,nan,nan,nan,nan,nan,nan,73.0,nan
269,fa-en,bl,3,25.0,99.0,nan,nan,nan,nan,nan,nan,73.0,nan
270,fa-en,bl,3,34.0,74.0,nan,nan,nan,nan,nan,nan,43.0,nan
271,fa-en,bl,3,22.0,92.0,nan,nan,nan,nan,nan,nan,72.0,nan
272,fa-en,bl,3,64.0,100.0,nan,nan,nan,nan,nan,nan,87.0,nan
273,fa-en,bl,3,43.0,75.0,nan,nan,nan,nan,nan,nan,66.0,nan
274,fa-en,bl,3,38.0,96.0,nan,nan,nan,nan,nan,nan,71.0,nan
275,fa-en,bl,3,52.0,94.0,nan,nan,nan,nan,nan,nan,56.0,nan
276,fa-en,bl,3,52.0,93.0,nan,nan,nan,nan,nan,nan,46.0,nan
277,fa-en,bl,3,100.0,85.0,nan,nan,nan,nan,nan,nan,72.0,nan
278,fa-en,bl,3,61.0,59.0,nan,nan,nan,nan,nan,nan,38.0,nan
279,fa-en,bl,3,60.0,93.0,nan,nan,nan,nan,nan,nan,71.0,nan
280,fa-en,bl,3,41.0,75.0,nan,nan,nan,nan,nan,nan,67.0,nan
281,fa-en,bl,3,25.0,100.0,nan,nan,nan,nan,nan,nan,68.0,nan
282,fa-en,bl,3,100.0,100.0,nan,nan,nan,nan,nan,nan,89.0,nan
283,fa-en,bl,3,35.0,100.0,nan,nan,nan,nan,nan,nan,86.0,nan
284,fa-en,bl,3,42.0,88.0,nan,nan,nan,nan,nan,nan,64.0,nan
285,fa-en,bl,3,38.0,100.0,nan,nan,nan,nan,nan,nan,67.0,nan
286,fa-en,bl,3,40.0,100.0,nan,nan,nan,nan,nan,nan,69.0,nan
287,fa-en,bl,3,43.0,100.0,nan,nan,nan,nan,nan,nan,86.0,nan
288,fa-en,bl,3,51.0,100.0,nan,nan,nan,nan,nan,nan,76.0,nan
289,fa-en,bl,3,61.0,89.0,nan,nan,nan,nan,nan,nan,62.0,nan
290,fa-en,bl,3,88.0,100.0,nan,nan,nan,nan,nan,nan,85.0,nan
291,fa-en,bl,5,42.0,0.0,62.0,35.0,nan,nan,nan,nan,38.0,nan
