SEGID,LANGPAIR,ANNOTYPE,SCORETYPE,MEANSCORE,NUMANNOT,ANNOTATOR_1,ANNOTATOR_2,ANNOTATOR_3,ANNOTATOR_4,ANNOTATOR_5,ANNOTATOR_6,ANNOTATOR_7,ANNOTATOR_8
80,fa-en,fl,zscore,0.3998895706994364,5,nan,0.36170230034479706,1.067532381480576,0.23881441710628665,0.051913323102902524,nan,0.27948543146261995,nan
81,fa-en,fl,zscore,0.6897837384407548,5,nan,0.46010165953545157,1.1075834985045327,0.49781658335950524,0.7068016678497699,nan,0.6766152829545145,nan
82,fa-en,fl,zscore,0.3308618581728412,5,nan,-0.3762928935851119,1.067532381480576,0.08341311735435551,0.20304140265987194,nan,0.6766152829545145,nan
83,fa-en,fl,zscore,-0.3252821382936538,5,nan,-0.4746922527757665,-0.5345122994776941,-0.22738948214950677,-0.1999668094920465,nan,-0.18984984757325532,nan
84,fa-en,fl,zscore,0.0005282627510530824,5,nan,0.017304543177506185,1.067532381480576,0.08341311735435551,-1.408991445947802,nan,0.24338271769062955,nan
85,fa-en,fl,zscore,0.3116778363524473,5,nan,0.16490358196348798,0.9874301474326626,0.49781658335950524,-0.8044791277199241,nan,0.7127179967265048,nan
86,fa-en,fl,zscore,-0.17218401343394749,5,nan,-0.3762928935851119,-0.17405224626208327,-0.43459121515208166,-0.5525989951249751,nan,0.6766152829545145,nan
87,fa-en,fl,zscore,-0.377504332348584,5,nan,-0.2778935343944574,-0.49446118245373727,-0.3827907819014379,-1.408991445947802,nan,0.6766152829545145,nan
88,fa-en,fl,zscore,0.4320133679073489,5,nan,-0.3270932139897847,1.0274812644566194,0.34241528360757406,0.40454550873583117,nan,0.7127179967265048,nan
89,fa-en,fl,zscore,-0.7945491339293651,5,nan,-0.8682896895383846,-0.8148701186453913,-0.5899925149040127,-1.5097434989857814,nan,-0.18984984757325532,nan
90,fa-en,fl,zscore,1.0274964550117116,5,nan,2.0836910861812514,1.067532381480576,0.6532178831114364,0.6564256413307802,nan,0.6766152829545145,nan
91,fa-en,fl,zscore,0.6496317531103578,5,nan,0.6077006983214334,1.1075834985045327,0.6532178831114364,0.20304140265987194,nan,0.6766152829545145,nan
92,fa-en,fl,zscore,-0.615450269942952,5,nan,-0.5238919323710938,0.14635668992957074,-0.8489946811572313,-1.6608715785427508,nan,-0.18984984757325532,nan
93,fa-en,fl,zscore,0.5452156251121594,5,nan,0.017304543177506185,1.067532381480576,-0.3827907819014379,1.3113139860776477,nan,0.7127179967265048,nan
94,fa-en,fl,zscore,-0.2587561023847137,5,nan,-1.0158887283243663,0.14635668992957074,-0.5381920816533691,0.30379345569785154,nan,-0.18984984757325532,nan
95,fa-en,fl,zscore,-0.4428483753562526,5,nan,-0.17949417520380287,0.10630557290561399,-0.7453938146559439,-1.7112476050617407,nan,0.3155881452346104,nan
96,fa-en,fl,zscore,-0.39929402894629745,5,nan,-0.08109481601314834,-0.374307831381867,-0.8489946811572313,-0.5022229686059854,nan,-0.18984984757325532,nan
97,fa-en,fl,zscore,0.14141161264987384,5,nan,1.099697494274706,0.3466122750493545,-0.8489946811572313,-0.6029750216439649,nan,0.7127179967265048,nan
98,fa-en,fl,zscore,-0.7004781863831169,5,nan,-0.573091611966421,-0.7347678845974778,-0.7971942479065877,-1.2074873398718426,nan,-0.18984984757325532,nan
99,fa-en,fl,zscore,-0.24216169981471047,5,nan,-0.17949417520380287,-0.6546656505495643,-0.48639164840272536,-0.6029750216439649,nan,0.7127179967265048,nan
100,fa-en,fl,zscore,0.6172076708421633,5,nan,0.4109019799401243,1.1075834985045327,0.6014174498607927,0.25341742917886173,nan,0.7127179967265048,nan
101,fa-en,fl,zscore,0.31464898823353404,5,nan,-0.17949417520380287,0.8272256793368356,0.549617016610149,-0.3007188625300261,nan,0.6766152829545145,nan
102,fa-en,fl,zscore,0.5520546096894585,5,nan,0.7552997371074152,0.7871745623128787,0.18701398385564294,0.35416948221684136,nan,0.6766152829545145,nan
103,fa-en,fl,zscore,0.11846070747169943,5,nan,0.11570390236816072,0.7871745623128787,-0.43459121515208166,-0.5525989951249751,nan,0.6766152829545145,nan
104,fa-en,fl,zscore,0.11442996759688277,5,nan,0.21410326155881523,0.8672767963607922,-0.3309903486507942,-0.854855154238914,nan,0.6766152829545145,nan
105,fa-en,fl,zscore,0.9094823752536418,5,nan,2.4772885229438693,0.9473790304087057,0.3942157168582178,0.051913323102902524,nan,0.6766152829545145,nan
106,fa-en,fl,zscore,-0.2415889186379446,5,nan,0.3125026207494698,-0.6947167675735211,-0.8489946811572313,-0.6533510481629548,nan,0.6766152829545145,nan
107,fa-en,fl,zscore,-0.500434122358407,5,nan,-0.573091611966421,-0.49446118245373727,-0.6417929481546565,-0.6029750216439649,nan,-0.18984984757325532,nan
108,fa-en,fl,zscore,0.41867865175189334,5,nan,0.46010165953545157,1.067532381480576,0.29061485035693035,-0.40147091556800574,nan,0.6766152829545145,nan
109,fa-en,fl,zscore,0.7281176971775217,5,nan,-0.3270932139897847,1.067532381480576,0.912220049364655,1.3113139860776477,nan,0.6766152829545145,nan
110,fa-en,fl,zscore,-0.5531296734655632,5,nan,-1.2126874467056754,0.14635668992957074,-1.10799684741045,-0.40147091556800574,nan,-0.18984984757325532,nan
111,fa-en,fl,zscore,-1.1726971315844765,5,nan,-0.4746922527757665,-0.5745634165016508,-1.10799684741045,-1.7112476050617407,nan,-1.9949855361727755,nan
112,fa-en,fl,zscore,1.1361566769292986,5,nan,2.4772885229438693,1.067532381480576,0.6014174498607927,0.8579297474067394,nan,0.6766152829545145,nan
113,fa-en,fl,zscore,0.3085848981857507,5,nan,0.3125026207494698,1.1075834985045327,-0.6417929481546565,0.051913323102902524,nan,0.7127179967265048,nan
114,fa-en,fl,zscore,1.1067857050568968,5,nan,2.4772885229438693,1.067532381480576,0.7568187496127238,0.5556735882928006,nan,0.6766152829545145,nan
115,fa-en,fl,zscore,-0.09565679583244613,4,nan,0.017304543177506185,nan,-0.02018774914693192,-1.0563592603148733,nan,0.6766152829545145,nan
116,fa-en,fl,zscore,-0.9116234984807775,4,nan,-0.22869385479913013,nan,-1.3151985804130248,-1.9127517111377,nan,-0.18984984757325532,nan
117,fa-en,fl,zscore,-1.6398469558330966,4,nan,-0.6714909711570756,nan,-1.3151985804130248,-1.7112476050617407,nan,-2.8614506667005455,nan
118,fa-en,fl,zscore,-1.4744829638248564,4,nan,-0.4746922527757665,nan,-1.7296020464181745,-1.1571113133528528,nan,-2.5365262427526316,nan
119,fa-en,fl,zscore,1.3443594603351716,4,nan,2.4772885229438693,nan,0.912220049364655,1.3113139860776477,nan,0.6766152829545145,nan
120,fa-en,fl,zscore,-0.613006309132782,4,nan,-0.22869385479913013,nan,-0.7453938146559439,-0.854855154238914,nan,-0.6230824128371402,nan
121,fa-en,fl,zscore,-0.7371486137612978,4,nan,-0.3270932139897847,nan,-1.7296020464181745,-1.2074873398718426,nan,0.3155881452346104,nan
122,fa-en,fl,zscore,-0.055754153874796486,4,nan,-0.2778935343944574,nan,0.0316126841037118,-0.6533510481629548,nan,0.6766152829545145,nan
123,fa-en,fl,zscore,0.6665634890717635,4,nan,-0.1302944956084756,nan,0.8086191828633675,1.3113139860776477,nan,0.6766152829545145,nan
124,fa-en,fl,zscore,0.4686664267478633,4,nan,-0.3762928935851119,nan,1.11942178236723,0.45492153525482093,nan,0.6766152829545145,nan
125,fa-en,fl,zscore,-1.185648367939029,4,nan,-0.2778935343944574,nan,-1.1597972806610937,-0.8044791277199241,nan,-2.500423528980641,nan
126,fa-en,fl,zscore,-0.9366530837892731,4,nan,0.21410326155881523,nan,-0.6935933814053002,-1.3082393929098222,nan,-1.9588828224007853,nan
127,fa-en,fl,zscore,0.5091883246916564,4,nan,-0.2778935343944574,nan,0.29061485035693035,1.3113139860776477,nan,0.7127179967265048,nan
128,fa-en,fl,zscore,-0.9488419595644578,4,nan,-0.573091611966421,nan,-0.9525955476585187,-1.610495552023761,nan,-0.6591851266091305,nan
129,fa-en,fl,zscore,-0.9331240430182854,4,nan,-0.3762928935851119,nan,-0.6935933814053002,-0.7037270746819445,nan,-1.9588828224007853,nan
130,fa-en,fl,zscore,0.8578826014405975,4,nan,1.3948955718466696,nan,0.6532178831114364,0.7068016678497699,nan,0.6766152829545145,nan
131,fa-en,fl,zscore,0.6188585861481646,4,nan,0.7552997371074152,nan,0.13521355060499923,0.9083057739257292,nan,0.6766152829545145,nan
132,fa-en,fl,zscore,0.42048139223735514,4,nan,0.4109019799401243,nan,0.29061485035693035,0.30379345569785154,nan,0.6766152829545145,nan
133,fa-en,fl,zscore,0.194501476267728,4,nan,0.4109019799401243,nan,0.3942157168582178,-0.7037270746819445,nan,0.6766152829545145,nan
134,fa-en,fl,zscore,-0.2536821486263824,4,nan,-0.08109481601314834,nan,-0.5899925149040127,-1.0563592603148733,nan,0.7127179967265048,nan
135,fa-en,fl,zscore,0.21488279946481265,4,nan,0.5585010187261061,nan,0.34241528360757406,-0.7541031012009344,nan,0.7127179967265048,nan
136,fa-en,fl,zscore,0.607789716767378,4,nan,0.5585010187261061,nan,0.7050183163620801,0.45492153525482093,nan,0.7127179967265048,nan
137,fa-en,fl,zscore,-0.09746060363370215,4,nan,-0.2778935343944574,nan,-0.02018774914693192,-0.8044791277199241,nan,0.7127179967265048,nan
138,fa-en,fl,zscore,-0.6177276848565058,4,nan,0.2633029411541425,nan,-1.0043959809091625,-1.106735286833863,nan,-0.6230824128371402,nan
139,fa-en,fl,zscore,-1.3865191171198048,4,nan,-0.3762928935851119,nan,-1.3669990136636685,-0.9052311807579038,nan,-2.8975533804725355,nan
140,fa-en,fl,zscore,0.02682298415320064,4,nan,-0.17949417520380287,nan,-0.17558904889886306,-0.2503428360110363,nan,0.7127179967265048,nan
141,fa-en,fl,zscore,-0.4039447995092506,4,nan,-0.2778935343944574,nan,-0.8489946811572313,-0.8044791277199241,nan,0.3155881452346104,nan
142,fa-en,fl,zscore,0.5590381927008128,4,nan,-0.1302944956084756,nan,0.34241528360757406,1.3113139860776477,nan,0.7127179967265048,nan
143,fa-en,fl,zscore,-0.19260160932715145,4,nan,-0.2778935343944574,nan,-0.48639164840272536,-0.5022229686059854,nan,0.4961017140945624,nan
144,fa-en,fl,zscore,-1.2515830395636198,4,nan,-0.2778935343944574,nan,-0.7971942479065877,-1.358615419428812,nan,-2.572628956524622,nan
145,fa-en,fl,zscore,-0.20271794864556128,4,nan,-0.17949417520380287,nan,-0.5899925149040127,-0.7541031012009344,nan,0.7127179967265048,nan
146,fa-en,fl,zscore,-0.011531221168799427,4,nan,0.21410326155881523,nan,0.08341311735435551,-1.0563592603148733,nan,0.7127179967265048,nan
147,fa-en,fl,zscore,-0.6762872605310807,4,nan,-0.22869385479913013,nan,-1.0043959809091625,-0.4518469420869955,nan,-1.0202122643290346,nan
148,fa-en,fl,zscore,-0.605806322537704,4,nan,-0.22869385479913013,nan,-0.7971942479065877,-1.2074873398718426,nan,-0.18984984757325532,nan
149,fa-en,fl,zscore,-1.286399105707428,4,nan,-0.3270932139897847,nan,-1.263398147162381,-1.5601195255047713,nan,-1.9949855361727755,nan
150,fa-en,fl,zscore,-0.6817630208052584,4,nan,-0.2778935343944574,nan,-1.263398147162381,-1.86237568461871,nan,0.6766152829545145,nan
151,fa-en,fl,zscore,-0.6156135306561414,4,nan,-0.2778935343944574,nan,-0.43459121515208166,-1.5601195255047713,nan,-0.18984984757325532,nan
152,fa-en,fl,zscore,-0.030272053884385947,4,nan,-0.3270932139897847,nan,0.0316126841037118,-0.5022229686059854,nan,0.6766152829545145,nan
153,fa-en,fl,zscore,-0.2772916863563769,4,nan,-0.5238919323710938,nan,-0.7453938146559439,-0.5525989951249751,nan,0.7127179967265048,nan
154,fa-en,fl,zscore,-0.42577298533510566,4,nan,-0.9666890487290392,nan,-0.7453938146559439,-0.7037270746819445,nan,0.7127179967265048,nan
155,fa-en,fl,zscore,0.4685274524452555,4,nan,0.2633029411541425,nan,0.34241528360757406,0.5556735882928006,nan,0.7127179967265048,nan
156,fa-en,fl,zscore,0.6838799150556961,4,nan,0.4109019799401243,nan,0.6532178831114364,0.958681800444719,nan,0.7127179967265048,nan
157,fa-en,fl,zscore,0.1281632106530115,4,nan,-0.2778935343944574,nan,-0.17558904889886306,0.25341742917886173,nan,0.7127179967265048,nan
158,fa-en,fl,zscore,-0.4791528376752665,4,nan,-0.9174893691337118,nan,-0.5899925149040127,-0.9052311807579038,nan,0.4961017140945624,nan
159,fa-en,fl,zscore,-0.8143537158717338,4,nan,-0.76989033034773,nan,-1.3151985804130248,-1.5601195255047713,nan,0.38779357277859117,nan
160,fa-en,fl,zscore,-1.130140019594207,3,nan,-0.7206906507524028,nan,0.08341311735435551,nan,nan,-2.753142525384574,nan
161,fa-en,fl,zscore,-0.9203443363660231,3,nan,-0.8682896895383846,nan,-0.3309903486507942,nan,nan,-1.5617529709088906,nan
162,fa-en,fl,zscore,-0.9189899894146759,3,nan,-1.2126874467056754,nan,-0.8489946811572313,nan,nan,-0.695287840381121,nan
163,fa-en,fl,zscore,0.7552318138260673,3,nan,2.4772885229438693,nan,0.8086191828633675,nan,nan,-1.0202122643290346,nan
164,fa-en,fl,zscore,-1.5647000578992103,3,nan,-1.6554845630636208,nan,-0.5381920816533691,nan,nan,-2.500423528980641,nan
165,fa-en,fl,zscore,-1.0592309992424265,3,nan,-1.3602864854916572,nan,-0.7971942479065877,nan,nan,-1.0202122643290346,nan
166,fa-en,fl,zscore,-0.6909795108806894,3,nan,-0.6714909711570756,nan,-1.2115977139117373,nan,nan,-0.18984984757325532,nan
167,fa-en,fl,zscore,-1.303271297076717,3,nan,-0.1302944956084756,nan,-1.3151985804130248,nan,nan,-2.4643208152086507,nan
168,fa-en,fl,zscore,-0.20906576093663723,3,nan,-0.5238919323710938,nan,-0.3827907819014379,nan,nan,0.27948543146261995,nan
169,fa-en,fl,zscore,-1.316057709208734,3,nan,-0.6222912915617482,nan,-1.3669990136636685,nan,nan,-1.9588828224007853,nan
170,fa-en,fl,zscore,-0.11645533909931938,3,nan,-0.5238919323710938,nan,-0.5381920816533691,nan,nan,0.7127179967265048,nan
171,fa-en,fl,zscore,-1.071000492024645,3,nan,-0.573091611966421,nan,-0.17558904889886306,nan,nan,-2.4643208152086507,nan
172,fa-en,fl,zscore,0.8598790850784002,3,nan,0.902898775893397,nan,0.9640204826152986,nan,nan,0.7127179967265048,nan
173,fa-en,fl,zscore,-1.4050667811892315,3,nan,-1.2126874467056754,nan,-0.5381920816533691,nan,nan,-2.4643208152086507,nan
174,fa-en,fl,zscore,-0.07126076059888675,3,nan,-0.3270932139897847,nan,-0.3827907819014379,nan,nan,0.4961017140945624,nan
175,fa-en,fl,zscore,-1.1416246967541257,3,nan,-0.4254925731804392,nan,-1.0043959809091625,nan,nan,-1.9949855361727755,nan
