SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10,ANNOTATOR_11,ANNOTATOR_12,ANNOTATOR_13,ANNOTATOR_14,ANNOTATOR_15,ANNOTATOR_16,ANNOTATOR_17,ANNOTATOR_18,ANNOTATOR_19,ANNOTATOR_20,ANNOTATOR_21,ANNOTATOR_22,ANNOTATOR_23,ANNOTATOR_24,ANNOTATOR_25,ANNOTATOR_26
18,ko-en,bl,10,7.0,45.0,22.0,28.0,35.0,23.0,nan,47.0,nan,23.0,nan,7.0,68.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,ko-en,bl,10,49.0,76.0,34.0,81.0,62.0,47.0,nan,100.0,nan,97.0,nan,100.0,97.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,ko-en,bl,10,85.0,75.0,92.0,100.0,87.0,51.0,nan,100.0,nan,100.0,nan,100.0,98.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,ko-en,bl,10,5.0,75.0,22.0,100.0,41.0,38.0,nan,100.0,nan,100.0,nan,100.0,76.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,ko-en,bl,10,57.0,75.0,54.0,27.0,62.0,44.0,nan,100.0,nan,100.0,nan,90.0,77.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,ko-en,bl,10,6.0,43.0,13.0,29.0,34.0,21.0,nan,64.0,nan,13.0,nan,10.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,ko-en,bl,10,84.0,75.0,83.0,100.0,79.0,46.0,nan,100.0,nan,100.0,nan,100.0,96.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,ko-en,bl,10,70.0,75.0,75.0,63.0,61.0,47.0,nan,100.0,nan,100.0,nan,100.0,98.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,ko-en,bl,10,96.0,76.0,88.0,100.0,89.0,54.0,nan,100.0,nan,100.0,nan,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,ko-en,bl,10,22.0,73.0,73.0,65.0,67.0,41.0,nan,97.0,nan,100.0,nan,100.0,84.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,ko-en,bl,10,37.0,75.0,29.0,77.0,40.0,44.0,nan,82.0,nan,94.0,nan,100.0,87.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,ko-en,bl,10,64.0,75.0,24.0,83.0,38.0,36.0,nan,97.0,nan,92.0,nan,100.0,90.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,ko-en,bl,10,55.0,75.0,22.0,87.0,64.0,42.0,nan,100.0,nan,98.0,nan,100.0,82.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,ko-en,bl,10,27.0,75.0,23.0,88.0,36.0,32.0,nan,73.0,nan,90.0,nan,100.0,78.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,ko-en,bl,10,14.0,75.0,22.0,35.0,36.0,27.0,nan,77.0,nan,93.0,nan,75.0,66.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,ko-en,bl,10,83.0,83.0,79.0,100.0,100.0,47.0,nan,nan,nan,85.0,nan,100.0,69.0,44.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,ko-en,bl,10,13.0,34.0,9.0,39.0,66.0,39.0,nan,nan,nan,25.0,nan,49.0,82.0,15.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,ko-en,bl,10,99.0,76.0,93.0,100.0,100.0,66.0,nan,nan,nan,100.0,nan,100.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,ko-en,bl,10,52.0,75.0,83.0,89.0,100.0,37.0,nan,nan,nan,87.0,nan,100.0,83.0,51.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,ko-en,bl,10,99.0,75.0,89.0,100.0,100.0,55.0,nan,nan,nan,100.0,nan,100.0,96.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,ko-en,bl,10,99.0,75.0,97.0,100.0,100.0,55.0,nan,nan,nan,100.0,nan,100.0,99.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,ko-en,bl,10,62.0,76.0,56.0,75.0,65.0,43.0,nan,nan,nan,73.0,nan,83.0,62.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,ko-en,bl,10,28.0,0.0,79.0,100.0,87.0,35.0,nan,nan,nan,100.0,nan,100.0,95.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,ko-en,bl,10,100.0,75.0,94.0,100.0,100.0,62.0,nan,nan,nan,100.0,nan,100.0,98.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,ko-en,bl,10,100.0,75.0,94.0,100.0,100.0,67.0,nan,nan,nan,100.0,nan,100.0,99.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,ko-en,bl,10,52.0,39.0,39.0,95.0,88.0,52.0,nan,nan,nan,100.0,nan,100.0,76.0,75.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,ko-en,bl,10,11.0,25.0,27.0,42.0,37.0,36.0,nan,nan,nan,75.0,nan,25.0,35.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,ko-en,bl,10,99.0,63.0,83.0,100.0,89.0,40.0,nan,nan,nan,68.0,nan,100.0,95.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,ko-en,bl,10,73.0,68.0,59.0,84.0,63.0,36.0,nan,nan,nan,58.0,nan,75.0,35.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,ko-en,bl,10,99.0,71.0,91.0,100.0,100.0,53.0,nan,nan,nan,100.0,nan,100.0,97.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,ko-en,bl,10,47.0,75.0,25.0,95.0,89.0,45.0,nan,nan,nan,100.0,nan,77.0,96.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,ko-en,bl,10,52.0,75.0,61.0,80.0,41.0,42.0,nan,nan,nan,100.0,nan,37.0,60.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,ko-en,bl,10,61.0,72.0,46.0,91.0,65.0,39.0,nan,nan,nan,77.0,nan,35.0,77.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51,ko-en,bl,10,28.0,19.0,25.0,94.0,19.0,34.0,nan,nan,nan,76.0,nan,29.0,36.0,25.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52,ko-en,bl,10,99.0,75.0,44.0,93.0,60.0,43.0,nan,nan,nan,100.0,nan,39.0,92.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,ko-en,bl,10,28.0,25.0,26.0,48.0,35.0,35.0,nan,nan,nan,82.0,nan,78.0,33.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,ko-en,bl,10,99.0,75.0,94.0,100.0,100.0,56.0,nan,nan,nan,100.0,nan,100.0,96.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,ko-en,bl,10,99.0,75.0,95.0,100.0,100.0,46.0,nan,nan,nan,100.0,nan,90.0,96.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,ko-en,bl,10,65.0,73.0,61.0,26.0,64.0,47.0,nan,nan,nan,100.0,nan,70.0,95.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,ko-en,bl,10,78.0,29.0,60.0,75.0,66.0,9.0,nan,nan,nan,87.0,nan,100.0,65.0,72.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,ko-en,bl,10,11.0,73.0,74.0,63.0,64.0,31.0,nan,nan,nan,100.0,nan,56.0,91.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,ko-en,bl,10,35.0,31.0,37.0,39.0,38.0,39.0,nan,nan,nan,60.0,nan,40.0,69.0,28.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,ko-en,bl,10,5.0,56.0,30.0,26.0,62.0,29.0,nan,nan,nan,41.0,nan,13.0,34.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,ko-en,bl,10,90.0,76.0,56.0,91.0,86.0,52.0,nan,nan,nan,89.0,nan,100.0,93.0,94.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,ko-en,bl,10,15.0,74.0,64.0,65.0,65.0,37.0,nan,nan,nan,79.0,nan,23.0,71.0,70.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,ko-en,bl,10,44.0,61.0,61.0,67.0,64.0,35.0,nan,nan,nan,87.0,nan,28.0,92.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,ko-en,bl,10,27.0,69.0,42.0,47.0,37.0,19.0,nan,nan,nan,92.0,nan,13.0,65.0,33.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,ko-en,bl,10,20.0,59.0,61.0,75.0,36.0,44.0,nan,nan,nan,74.0,nan,25.0,89.0,25.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,ko-en,bl,10,85.0,61.0,90.0,100.0,88.0,45.0,nan,nan,nan,100.0,nan,93.0,96.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,ko-en,bl,10,99.0,75.0,92.0,100.0,100.0,55.0,nan,nan,nan,100.0,nan,100.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,ko-en,bl,10,63.0,69.0,61.0,82.0,39.0,46.0,nan,nan,nan,100.0,nan,68.0,75.0,20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,ko-en,bl,10,44.0,31.0,24.0,47.0,39.0,44.0,nan,nan,nan,73.0,nan,35.0,33.0,26.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,ko-en,bl,10,6.0,11.0,11.0,45.0,18.0,38.0,nan,nan,nan,65.0,nan,46.0,34.0,15.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,ko-en,bl,10,80.0,74.0,74.0,59.0,100.0,63.0,97.0,nan,nan,nan,nan,nan,75.0,nan,nan,nan,nan,nan,nan,nan,99.0,nan,100.0,nan,nan,nan
72,ko-en,bl,10,81.0,68.0,92.0,36.0,65.0,46.0,64.0,nan,nan,nan,nan,nan,56.0,nan,nan,nan,nan,nan,nan,nan,73.0,nan,76.0,nan,nan,nan
73,ko-en,bl,10,82.0,60.0,54.0,53.0,63.0,47.0,34.0,nan,nan,nan,nan,nan,68.0,nan,nan,nan,nan,nan,nan,nan,97.0,nan,58.0,nan,nan,nan
74,ko-en,bl,10,78.0,37.0,24.0,25.0,37.0,38.0,23.0,nan,nan,nan,nan,nan,30.0,nan,nan,nan,nan,nan,nan,nan,35.0,nan,38.0,nan,nan,nan
75,ko-en,bl,10,84.0,37.0,95.0,53.0,100.0,63.0,96.0,nan,nan,nan,nan,nan,78.0,nan,nan,nan,nan,nan,nan,nan,99.0,nan,100.0,nan,nan,nan
76,ko-en,bl,10,87.0,60.0,87.0,29.0,65.0,65.0,100.0,nan,nan,nan,nan,nan,92.0,nan,nan,nan,nan,nan,nan,nan,99.0,nan,83.0,nan,nan,nan
77,ko-en,bl,10,23.0,55.0,14.0,9.0,35.0,40.0,24.0,nan,nan,nan,nan,nan,22.0,nan,nan,nan,nan,nan,nan,nan,51.0,nan,25.0,nan,nan,nan
78,ko-en,bl,10,78.0,60.0,89.0,54.0,88.0,58.0,92.0,nan,nan,nan,nan,nan,84.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,75.0,nan,nan,nan
79,ko-en,bl,10,20.0,54.0,71.0,29.0,12.0,35.0,22.0,nan,nan,nan,nan,nan,11.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,0.0,nan,nan,nan
80,ko-en,bl,10,26.0,61.0,21.0,37.0,78.0,37.0,37.0,nan,nan,nan,nan,nan,22.0,nan,nan,nan,nan,nan,nan,nan,58.0,nan,14.0,nan,nan,nan
81,ko-en,bl,10,58.0,57.0,87.0,72.0,64.0,41.0,36.0,nan,nan,nan,nan,nan,76.0,nan,nan,nan,nan,nan,nan,nan,55.0,nan,62.0,nan,nan,nan
82,ko-en,bl,10,88.0,61.0,88.0,91.0,100.0,32.0,40.0,nan,nan,nan,nan,nan,92.0,nan,nan,nan,nan,nan,nan,nan,86.0,nan,56.0,nan,nan,nan
83,ko-en,bl,10,84.0,56.0,93.0,89.0,100.0,54.0,76.0,nan,nan,nan,nan,nan,94.0,nan,nan,nan,nan,nan,nan,nan,99.0,nan,100.0,nan,nan,nan
84,ko-en,bl,10,94.0,74.0,89.0,76.0,86.0,53.0,73.0,nan,nan,nan,nan,nan,82.0,nan,nan,nan,nan,nan,nan,nan,91.0,nan,100.0,nan,nan,nan
85,ko-en,bl,10,63.0,34.0,55.0,24.0,77.0,54.0,97.0,nan,nan,nan,nan,nan,75.0,nan,nan,nan,nan,nan,nan,nan,86.0,nan,47.0,nan,nan,nan
86,ko-en,bl,10,77.0,27.0,36.0,38.0,68.0,31.0,56.0,nan,nan,nan,nan,nan,65.0,nan,nan,nan,nan,nan,nan,nan,68.0,nan,52.0,nan,nan,nan
87,ko-en,bl,10,22.0,40.0,3.0,27.0,37.0,38.0,54.0,nan,nan,nan,nan,nan,52.0,nan,nan,nan,nan,nan,nan,nan,59.0,nan,0.0,nan,nan,nan
88,ko-en,bl,10,13.0,38.0,41.0,20.0,42.0,43.0,25.0,nan,nan,nan,nan,nan,23.0,nan,nan,nan,nan,nan,nan,nan,52.0,nan,14.0,nan,nan,nan
89,ko-en,bl,10,37.0,26.0,90.0,37.0,74.0,36.0,57.0,nan,nan,nan,nan,nan,71.0,nan,nan,nan,nan,nan,nan,nan,52.0,nan,48.0,nan,nan,nan
90,ko-en,bl,10,44.0,29.0,4.0,24.0,38.0,28.0,33.0,nan,nan,nan,nan,nan,25.0,nan,nan,nan,nan,nan,nan,nan,44.0,nan,54.0,nan,nan,nan
91,ko-en,bl,10,21.0,67.0,15.0,18.0,60.0,32.0,75.0,nan,nan,nan,nan,nan,74.0,nan,nan,nan,nan,nan,nan,nan,61.0,nan,55.0,nan,nan,nan
92,ko-en,bl,10,20.0,53.0,21.0,22.0,34.0,20.0,18.0,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,37.0,nan,0.0,nan,nan,nan
93,ko-en,bl,10,77.0,45.0,85.0,73.0,86.0,55.0,75.0,nan,nan,nan,nan,nan,76.0,nan,nan,nan,nan,nan,nan,nan,90.0,nan,100.0,nan,nan,nan
94,ko-en,bl,10,8.0,56.0,7.0,25.0,41.0,28.0,33.0,nan,nan,nan,nan,nan,14.0,nan,nan,nan,nan,nan,nan,nan,45.0,nan,8.0,nan,nan,nan
95,ko-en,bl,10,17.0,41.0,58.0,35.0,39.0,45.0,24.0,nan,nan,nan,nan,nan,41.0,nan,nan,nan,nan,nan,nan,nan,70.0,nan,100.0,nan,nan,nan
96,ko-en,bl,10,16.0,44.0,39.0,64.0,77.0,45.0,63.0,nan,nan,nan,nan,nan,75.0,nan,nan,nan,nan,nan,nan,nan,58.0,nan,88.0,nan,nan,nan
97,ko-en,bl,10,6.0,41.0,39.0,32.0,56.0,36.0,25.0,nan,nan,nan,nan,nan,28.0,nan,nan,nan,nan,nan,nan,nan,59.0,nan,7.0,nan,nan,nan
98,ko-en,bl,10,88.0,32.0,94.0,62.0,100.0,53.0,96.0,nan,nan,nan,nan,nan,87.0,nan,nan,nan,nan,nan,nan,nan,99.0,nan,100.0,nan,nan,nan
99,ko-en,bl,10,30.0,35.0,9.0,29.0,57.0,30.0,22.0,nan,nan,nan,nan,nan,47.0,nan,nan,nan,nan,nan,nan,nan,60.0,nan,40.0,nan,nan,nan
100,ko-en,bl,10,56.0,30.0,13.0,18.0,63.0,34.0,23.0,nan,nan,nan,nan,nan,32.0,nan,nan,nan,nan,nan,nan,nan,45.0,nan,73.0,nan,nan,nan
101,ko-en,bl,10,78.0,43.0,94.0,79.0,100.0,63.0,89.0,nan,nan,nan,nan,nan,87.0,nan,nan,nan,nan,nan,nan,nan,79.0,nan,100.0,nan,nan,nan
102,ko-en,bl,10,43.0,31.0,11.0,30.0,62.0,35.0,25.0,nan,nan,nan,nan,nan,70.0,nan,nan,nan,nan,nan,nan,nan,39.0,nan,47.0,nan,nan,nan
103,ko-en,bl,10,29.0,35.0,93.0,63.0,80.0,43.0,48.0,nan,nan,nan,nan,nan,65.0,nan,nan,nan,nan,nan,nan,nan,72.0,nan,100.0,nan,nan,nan
104,ko-en,bl,10,22.0,37.0,44.0,32.0,83.0,21.0,43.0,nan,nan,nan,nan,nan,44.0,nan,nan,nan,nan,nan,nan,nan,59.0,nan,0.0,nan,nan,nan
105,ko-en,bl,10,45.0,34.0,90.0,62.0,88.0,31.0,100.0,nan,nan,nan,nan,nan,75.0,nan,nan,nan,nan,nan,nan,nan,97.0,nan,100.0,nan,nan,nan
106,ko-en,bl,10,29.0,35.0,10.0,26.0,38.0,23.0,54.0,nan,nan,nan,nan,nan,38.0,nan,nan,nan,nan,nan,nan,nan,41.0,nan,21.0,nan,nan,nan
107,ko-en,bl,10,8.0,38.0,55.0,64.0,55.0,31.0,56.0,nan,nan,nan,nan,nan,47.0,nan,nan,nan,nan,nan,nan,nan,75.0,nan,37.0,nan,nan,nan
108,ko-en,bl,10,7.0,41.0,21.0,52.0,78.0,39.0,47.0,nan,nan,nan,nan,nan,75.0,nan,nan,nan,nan,nan,nan,nan,90.0,nan,45.0,nan,nan,nan
109,ko-en,bl,10,92.0,33.0,95.0,75.0,100.0,58.0,100.0,nan,nan,nan,nan,nan,95.0,nan,nan,nan,nan,nan,nan,nan,96.0,nan,100.0,nan,nan,nan
110,ko-en,bl,10,60.0,40.0,40.0,37.0,68.0,35.0,46.0,nan,nan,nan,nan,nan,66.0,nan,nan,nan,nan,nan,nan,nan,83.0,nan,74.0,nan,nan,nan
111,ko-en,bl,10,53.0,38.0,79.0,47.0,62.0,39.0,37.0,nan,nan,nan,nan,nan,61.0,nan,nan,nan,nan,nan,nan,nan,58.0,nan,100.0,nan,nan,nan
112,ko-en,bl,10,10.0,22.0,33.0,29.0,40.0,39.0,32.0,nan,nan,nan,nan,nan,25.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,32.0,nan,nan,nan
113,ko-en,bl,10,72.0,27.0,93.0,62.0,76.0,59.0,56.0,nan,nan,nan,nan,nan,87.0,nan,nan,nan,nan,nan,nan,nan,99.0,nan,100.0,nan,nan,nan
114,ko-en,bl,10,78.0,45.0,37.0,37.0,89.0,47.0,100.0,nan,nan,nan,nan,nan,76.0,nan,nan,nan,nan,nan,nan,nan,93.0,nan,100.0,nan,nan,nan
115,ko-en,bl,10,nan,32.0,8.0,20.0,38.0,26.0,38.0,38.0,nan,27.0,nan,nan,23.0,nan,nan,nan,nan,nan,nan,nan,94.0,nan,nan,nan,nan,nan
116,ko-en,bl,10,nan,34.0,4.0,27.0,40.0,19.0,16.0,48.0,nan,18.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,53.0,nan,nan,nan,nan,nan
117,ko-en,bl,10,nan,35.0,74.0,22.0,37.0,45.0,31.0,81.0,nan,66.0,nan,nan,30.0,nan,nan,nan,nan,nan,nan,nan,34.0,nan,nan,nan,nan,nan
118,ko-en,bl,10,nan,25.0,5.0,19.0,40.0,30.0,19.0,10.0,nan,13.0,nan,nan,21.0,nan,nan,nan,nan,nan,nan,nan,27.0,nan,nan,nan,nan,nan
119,ko-en,bl,10,nan,74.0,99.0,62.0,35.0,85.0,100.0,92.0,nan,100.0,nan,nan,36.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
120,ko-en,bl,10,nan,32.0,3.0,13.0,18.0,28.0,4.0,10.0,nan,27.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan
121,ko-en,bl,10,nan,35.0,2.0,13.0,53.0,28.0,27.0,44.0,nan,97.0,nan,nan,30.0,nan,nan,nan,nan,nan,nan,nan,47.0,nan,nan,nan,nan,nan
122,ko-en,bl,10,nan,37.0,56.0,29.0,64.0,44.0,23.0,12.0,nan,100.0,nan,nan,72.0,nan,nan,nan,nan,nan,nan,nan,81.0,nan,nan,nan,nan,nan
123,ko-en,bl,10,nan,79.0,84.0,68.0,86.0,57.0,57.0,100.0,nan,100.0,nan,nan,83.0,nan,nan,nan,nan,nan,nan,nan,90.0,nan,nan,nan,nan,nan
124,ko-en,bl,10,nan,87.0,99.0,85.0,100.0,94.0,100.0,100.0,nan,100.0,nan,nan,82.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
125,ko-en,bl,10,nan,66.0,3.0,13.0,34.0,22.0,29.0,7.0,nan,15.0,nan,nan,18.0,nan,nan,nan,nan,nan,nan,nan,59.0,nan,nan,nan,nan,nan
126,ko-en,bl,10,nan,64.0,33.0,35.0,41.0,17.0,25.0,34.0,nan,59.0,nan,nan,77.0,nan,nan,nan,nan,nan,nan,nan,52.0,nan,nan,nan,nan,nan
127,ko-en,bl,10,nan,76.0,94.0,75.0,100.0,78.0,100.0,100.0,nan,100.0,nan,nan,83.0,nan,nan,nan,nan,nan,nan,nan,99.0,nan,nan,nan,nan,nan
128,ko-en,bl,10,nan,69.0,97.0,59.0,87.0,46.0,77.0,100.0,nan,83.0,nan,nan,72.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
129,ko-en,bl,10,nan,67.0,6.0,31.0,57.0,36.0,24.0,14.0,nan,21.0,nan,nan,38.0,nan,nan,nan,nan,nan,nan,nan,53.0,nan,nan,nan,nan,nan
130,ko-en,bl,10,nan,75.0,65.0,53.0,34.0,47.0,66.0,21.0,nan,70.0,nan,nan,62.0,nan,nan,nan,nan,nan,nan,nan,40.0,nan,nan,nan,nan,nan
131,ko-en,bl,10,nan,76.0,77.0,36.0,86.0,76.0,68.0,76.0,nan,82.0,nan,nan,86.0,nan,nan,nan,nan,nan,nan,nan,74.0,nan,nan,nan,nan,nan
132,ko-en,bl,10,nan,69.0,88.0,56.0,100.0,59.0,99.0,100.0,nan,100.0,nan,nan,82.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
133,ko-en,bl,10,nan,74.0,41.0,36.0,59.0,30.0,48.0,88.0,nan,66.0,nan,nan,56.0,nan,nan,nan,nan,nan,nan,nan,64.0,nan,nan,nan,nan,nan
