SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10,ANNOTATOR_11,ANNOTATOR_12,ANNOTATOR_13,ANNOTATOR_14,ANNOTATOR_15,ANNOTATOR_16,ANNOTATOR_17,ANNOTATOR_18,ANNOTATOR_19,ANNOTATOR_20,ANNOTATOR_21,ANNOTATOR_22,ANNOTATOR_23,ANNOTATOR_24,ANNOTATOR_25,ANNOTATOR_26
55,ko-en,fl,10,100.0,87.0,97.0,100.0,100.0,53.0,nan,nan,nan,100.0,nan,87.0,96.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,ko-en,fl,10,58.0,80.0,61.0,36.0,92.0,47.0,nan,nan,nan,100.0,nan,34.0,96.0,84.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,ko-en,fl,10,72.0,42.0,60.0,100.0,100.0,11.0,nan,nan,nan,66.0,nan,76.0,67.0,66.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,ko-en,fl,10,28.0,82.0,73.0,100.0,90.0,36.0,nan,nan,nan,100.0,nan,56.0,91.0,36.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,ko-en,fl,10,45.0,44.0,37.0,62.0,90.0,39.0,nan,nan,nan,40.0,nan,24.0,67.0,44.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,ko-en,fl,10,6.0,62.0,28.0,26.0,87.0,28.0,nan,nan,nan,32.0,nan,13.0,36.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,ko-en,fl,10,78.0,83.0,55.0,100.0,100.0,51.0,nan,nan,nan,68.0,nan,75.0,93.0,70.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,ko-en,fl,10,12.0,82.0,67.0,100.0,90.0,38.0,nan,nan,nan,89.0,nan,61.0,74.0,71.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,ko-en,fl,10,21.0,62.0,63.0,100.0,90.0,36.0,nan,nan,nan,78.0,nan,28.0,92.0,62.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,ko-en,fl,10,19.0,76.0,41.0,57.0,88.0,28.0,nan,nan,nan,100.0,nan,41.0,68.0,40.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,ko-en,fl,10,28.0,76.0,62.0,100.0,100.0,39.0,nan,nan,nan,82.0,nan,26.0,89.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,ko-en,fl,10,97.0,77.0,95.0,100.0,100.0,53.0,nan,nan,nan,100.0,nan,75.0,95.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,ko-en,fl,10,99.0,100.0,89.0,100.0,100.0,52.0,nan,nan,nan,100.0,nan,100.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,ko-en,fl,10,54.0,76.0,60.0,100.0,88.0,43.0,nan,nan,nan,92.0,nan,65.0,79.0,36.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,ko-en,fl,10,29.0,76.0,16.0,59.0,88.0,43.0,nan,nan,nan,100.0,nan,34.0,28.0,29.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,ko-en,fl,10,14.0,26.0,10.0,66.0,35.0,39.0,nan,nan,nan,57.0,nan,27.0,31.0,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,ko-en,fl,10,81.0,87.0,86.0,28.0,100.0,61.0,96.0,nan,nan,nan,nan,nan,79.0,nan,nan,nan,nan,nan,nan,nan,91.0,nan,100.0,nan,nan,nan
72,ko-en,fl,10,71.0,76.0,94.0,48.0,100.0,54.0,64.0,nan,nan,nan,nan,nan,58.0,nan,nan,nan,nan,nan,nan,nan,59.0,nan,100.0,nan,nan,nan
73,ko-en,fl,10,82.0,75.0,53.0,56.0,92.0,54.0,35.0,nan,nan,nan,nan,nan,74.0,nan,nan,nan,nan,nan,nan,nan,91.0,nan,100.0,nan,nan,nan
74,ko-en,fl,10,69.0,61.0,34.0,37.0,90.0,35.0,23.0,nan,nan,nan,nan,nan,49.0,nan,nan,nan,nan,nan,nan,nan,30.0,nan,100.0,nan,nan,nan
75,ko-en,fl,10,73.0,68.0,94.0,56.0,100.0,63.0,95.0,nan,nan,nan,nan,nan,95.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,95.0,nan,nan,nan
76,ko-en,fl,10,80.0,75.0,92.0,36.0,95.0,65.0,100.0,nan,nan,nan,nan,nan,95.0,nan,nan,nan,nan,nan,nan,nan,94.0,nan,100.0,nan,nan,nan
77,ko-en,fl,10,23.0,76.0,18.0,13.0,82.0,45.0,24.0,nan,nan,nan,nan,nan,24.0,nan,nan,nan,nan,nan,nan,nan,45.0,nan,25.0,nan,nan,nan
78,ko-en,fl,10,71.0,75.0,90.0,58.0,100.0,58.0,76.0,nan,nan,nan,nan,nan,95.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,100.0,nan,nan,nan
79,ko-en,fl,10,21.0,75.0,70.0,34.0,65.0,38.0,21.0,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,20.0,nan,25.0,nan,nan,nan
80,ko-en,fl,10,18.0,84.0,22.0,31.0,90.0,38.0,26.0,nan,nan,nan,nan,nan,34.0,nan,nan,nan,nan,nan,nan,nan,48.0,nan,100.0,nan,nan,nan
81,ko-en,fl,10,53.0,75.0,87.0,100.0,88.0,55.0,31.0,nan,nan,nan,nan,nan,90.0,nan,nan,nan,nan,nan,nan,nan,45.0,nan,100.0,nan,nan,nan
82,ko-en,fl,10,92.0,84.0,88.0,100.0,100.0,32.0,40.0,nan,nan,nan,nan,nan,99.0,nan,nan,nan,nan,nan,nan,nan,81.0,nan,100.0,nan,nan,nan
83,ko-en,fl,10,77.0,87.0,96.0,100.0,100.0,58.0,76.0,nan,nan,nan,nan,nan,96.0,nan,nan,nan,nan,nan,nan,nan,94.0,nan,100.0,nan,nan,nan
84,ko-en,fl,10,93.0,86.0,92.0,100.0,97.0,63.0,75.0,nan,nan,nan,nan,nan,96.0,nan,nan,nan,nan,nan,nan,nan,87.0,nan,100.0,nan,nan,nan
85,ko-en,fl,10,74.0,40.0,56.0,30.0,91.0,55.0,97.0,nan,nan,nan,nan,nan,89.0,nan,nan,nan,nan,nan,nan,nan,79.0,nan,97.0,nan,nan,nan
86,ko-en,fl,10,68.0,34.0,28.0,37.0,89.0,30.0,55.0,nan,nan,nan,nan,nan,74.0,nan,nan,nan,nan,nan,nan,nan,62.0,nan,75.0,nan,nan,nan
87,ko-en,fl,10,17.0,29.0,3.0,27.0,75.0,37.0,40.0,nan,nan,nan,nan,nan,52.0,nan,nan,nan,nan,nan,nan,nan,48.0,nan,0.0,nan,nan,nan
88,ko-en,fl,10,10.0,25.0,44.0,21.0,75.0,43.0,26.0,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,45.0,nan,29.0,nan,nan,nan
89,ko-en,fl,10,30.0,31.0,93.0,36.0,92.0,34.0,57.0,nan,nan,nan,nan,nan,80.0,nan,nan,nan,nan,nan,nan,nan,47.0,nan,100.0,nan,nan,nan
90,ko-en,fl,10,39.0,41.0,5.0,23.0,74.0,28.0,33.0,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,30.0,nan,79.0,nan,nan,nan
91,ko-en,fl,10,27.0,75.0,15.0,17.0,87.0,31.0,76.0,nan,nan,nan,nan,nan,93.0,nan,nan,nan,nan,nan,nan,nan,52.0,nan,83.0,nan,nan,nan
92,ko-en,fl,10,5.0,75.0,23.0,21.0,65.0,20.0,18.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,31.0,nan,6.0,nan,nan,nan
93,ko-en,fl,10,72.0,76.0,94.0,100.0,100.0,59.0,75.0,nan,nan,nan,nan,nan,97.0,nan,nan,nan,nan,nan,nan,nan,79.0,nan,100.0,nan,nan,nan
94,ko-en,fl,10,6.0,76.0,9.0,25.0,90.0,28.0,34.0,nan,nan,nan,nan,nan,8.0,nan,nan,nan,nan,nan,nan,nan,41.0,nan,40.0,nan,nan,nan
95,ko-en,fl,10,28.0,54.0,64.0,35.0,90.0,58.0,24.0,nan,nan,nan,nan,nan,49.0,nan,nan,nan,nan,nan,nan,nan,51.0,nan,100.0,nan,nan,nan
96,ko-en,fl,10,10.0,60.0,46.0,100.0,93.0,46.0,57.0,nan,nan,nan,nan,nan,86.0,nan,nan,nan,nan,nan,nan,nan,46.0,nan,100.0,nan,nan,nan
97,ko-en,fl,10,5.0,62.0,40.0,37.0,89.0,33.0,24.0,nan,nan,nan,nan,nan,26.0,nan,nan,nan,nan,nan,nan,nan,52.0,nan,47.0,nan,nan,nan
98,ko-en,fl,10,89.0,41.0,98.0,81.0,100.0,53.0,96.0,nan,nan,nan,nan,nan,99.0,nan,nan,nan,nan,nan,nan,nan,99.0,nan,100.0,nan,nan,nan
99,ko-en,fl,10,14.0,46.0,9.0,29.0,86.0,28.0,21.0,nan,nan,nan,nan,nan,48.0,nan,nan,nan,nan,nan,nan,nan,45.0,nan,84.0,nan,nan,nan
100,ko-en,fl,10,38.0,46.0,13.0,19.0,88.0,38.0,22.0,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,28.0,nan,100.0,nan,nan,nan
101,ko-en,fl,10,78.0,56.0,96.0,100.0,100.0,63.0,88.0,nan,nan,nan,nan,nan,97.0,nan,nan,nan,nan,nan,nan,nan,60.0,nan,100.0,nan,nan,nan
102,ko-en,fl,10,29.0,47.0,13.0,30.0,86.0,35.0,26.0,nan,nan,nan,nan,nan,30.0,nan,nan,nan,nan,nan,nan,nan,24.0,nan,68.0,nan,nan,nan
103,ko-en,fl,10,10.0,55.0,93.0,100.0,90.0,60.0,46.0,nan,nan,nan,nan,nan,75.0,nan,nan,nan,nan,nan,nan,nan,56.0,nan,100.0,nan,nan,nan
104,ko-en,fl,10,10.0,47.0,44.0,31.0,86.0,28.0,23.0,nan,nan,nan,nan,nan,19.0,nan,nan,nan,nan,nan,nan,nan,46.0,nan,52.0,nan,nan,nan
105,ko-en,fl,10,32.0,46.0,89.0,75.0,89.0,32.0,100.0,nan,nan,nan,nan,nan,92.0,nan,nan,nan,nan,nan,nan,nan,93.0,nan,100.0,nan,nan,nan
106,ko-en,fl,10,18.0,47.0,7.0,25.0,64.0,26.0,26.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,29.0,nan,45.0,nan,nan,nan
107,ko-en,fl,10,12.0,45.0,75.0,84.0,77.0,32.0,56.0,nan,nan,nan,nan,nan,23.0,nan,nan,nan,nan,nan,nan,nan,59.0,nan,100.0,nan,nan,nan
108,ko-en,fl,10,6.0,38.0,54.0,57.0,89.0,34.0,36.0,nan,nan,nan,nan,nan,92.0,nan,nan,nan,nan,nan,nan,nan,82.0,nan,100.0,nan,nan,nan
109,ko-en,fl,10,93.0,47.0,96.0,100.0,100.0,60.0,96.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan,92.0,nan,100.0,nan,nan,nan
110,ko-en,fl,10,54.0,46.0,39.0,36.0,86.0,37.0,33.0,nan,nan,nan,nan,nan,59.0,nan,nan,nan,nan,nan,nan,nan,72.0,nan,100.0,nan,nan,nan
111,ko-en,fl,10,64.0,45.0,85.0,53.0,89.0,38.0,33.0,nan,nan,nan,nan,nan,75.0,nan,nan,nan,nan,nan,nan,nan,35.0,nan,100.0,nan,nan,nan
112,ko-en,fl,10,10.0,25.0,43.0,29.0,86.0,39.0,28.0,nan,nan,nan,nan,nan,25.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,100.0,nan,nan,nan
113,ko-en,fl,10,78.0,40.0,92.0,74.0,95.0,62.0,45.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan,97.0,nan,100.0,nan,nan,nan
114,ko-en,fl,10,78.0,67.0,26.0,40.0,95.0,44.0,98.0,nan,nan,nan,nan,nan,75.0,nan,nan,nan,nan,nan,nan,nan,85.0,nan,100.0,nan,nan,nan
115,ko-en,fl,10,nan,40.0,9.0,21.0,69.0,28.0,29.0,54.0,nan,36.0,nan,nan,24.0,nan,nan,nan,nan,nan,nan,nan,83.0,nan,nan,nan,nan,nan
116,ko-en,fl,10,nan,41.0,6.0,36.0,77.0,21.0,18.0,25.0,nan,24.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,46.0,nan,nan,nan,nan,nan
117,ko-en,fl,10,nan,44.0,74.0,22.0,85.0,54.0,30.0,53.0,nan,69.0,nan,nan,25.0,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,nan,nan,nan
118,ko-en,fl,10,nan,25.0,2.0,18.0,81.0,27.0,19.0,10.0,nan,100.0,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,34.0,nan,nan,nan,nan,nan
119,ko-en,fl,10,nan,82.0,100.0,100.0,100.0,87.0,100.0,92.0,nan,95.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
120,ko-en,fl,10,nan,38.0,3.0,12.0,93.0,27.0,4.0,10.0,nan,42.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan
121,ko-en,fl,10,nan,43.0,4.0,13.0,91.0,30.0,27.0,26.0,nan,86.0,nan,nan,44.0,nan,nan,nan,nan,nan,nan,nan,41.0,nan,nan,nan,nan,nan
122,ko-en,fl,10,nan,44.0,58.0,36.0,93.0,54.0,23.0,12.0,nan,100.0,nan,nan,76.0,nan,nan,nan,nan,nan,nan,nan,76.0,nan,nan,nan,nan,nan
123,ko-en,fl,10,nan,84.0,87.0,100.0,100.0,68.0,58.0,89.0,nan,100.0,nan,nan,91.0,nan,nan,nan,nan,nan,nan,nan,82.0,nan,nan,nan,nan,nan
124,ko-en,fl,10,nan,99.0,100.0,100.0,100.0,94.0,100.0,100.0,nan,100.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
125,ko-en,fl,10,nan,73.0,11.0,19.0,91.0,23.0,28.0,7.0,nan,33.0,nan,nan,19.0,nan,nan,nan,nan,nan,nan,nan,46.0,nan,nan,nan,nan,nan
126,ko-en,fl,10,nan,74.0,43.0,52.0,93.0,16.0,25.0,57.0,nan,17.0,nan,nan,83.0,nan,nan,nan,nan,nan,nan,nan,39.0,nan,nan,nan,nan,nan
127,ko-en,fl,10,nan,83.0,97.0,100.0,100.0,77.0,100.0,92.0,nan,100.0,nan,nan,92.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
128,ko-en,fl,10,nan,75.0,99.0,65.0,100.0,47.0,33.0,93.0,nan,100.0,nan,nan,73.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
129,ko-en,fl,10,nan,74.0,6.0,30.0,91.0,35.0,24.0,4.0,nan,30.0,nan,nan,31.0,nan,nan,nan,nan,nan,nan,nan,47.0,nan,nan,nan,nan,nan
130,ko-en,fl,10,nan,79.0,77.0,100.0,90.0,57.0,44.0,100.0,nan,100.0,nan,nan,65.0,nan,nan,nan,nan,nan,nan,nan,23.0,nan,nan,nan,nan,nan
131,ko-en,fl,10,nan,80.0,82.0,37.0,100.0,76.0,67.0,76.0,nan,100.0,nan,nan,95.0,nan,nan,nan,nan,nan,nan,nan,63.0,nan,nan,nan,nan,nan
132,ko-en,fl,10,nan,76.0,89.0,100.0,100.0,59.0,95.0,100.0,nan,100.0,nan,nan,85.0,nan,nan,nan,nan,nan,nan,nan,98.0,nan,nan,nan,nan,nan
133,ko-en,fl,10,nan,78.0,42.0,49.0,94.0,32.0,47.0,46.0,nan,18.0,nan,nan,59.0,nan,nan,nan,nan,nan,nan,nan,59.0,nan,nan,nan,nan,nan
